h_nb_victories_total,h_nb_draws_total,h_season_points,h_nb_games_total,h_nb_games_home,h_nb_victories_home,h_nb_draws_home,h_nb_defeats_home,h_nb_goals_scored_home,h_mean_nb_goals_scored_home,h_nb_goals_conceded_home,h_mean_nb_goals_conceded_home,h_last_n_games_points_home,h_season_wages,a_nb_victories_total,a_nb_draws_total,a_season_points,a_nb_games_total,a_nb_games_away,a_nb_victories_away,a_nb_draws_away,a_nb_defeats_away,a_nb_goals_scored_away,a_mean_nb_goals_scored_away,a_nb_goals_conceded_away,a_mean_nb_goals_conceded_away,a_last_n_games_points,a_season_wages,home_win
6.0,1.0,19.0,11.0,6.0,5.0,0.0,1.0,10.0,1.6666666666666667,3.0,0.5,9.0,143.0,4.0,3.0,15.0,10.0,6.0,2.0,1.0,0.0,3.0,0.5,12.0,2.0,3.0,53.0,1
2.0,1.0,7.0,9.0,6.0,2.0,0.0,4.0,9.0,1.5,13.0,2.1666666666666665,3.0,50.0,6.0,1.0,19.0,9.0,5.0,3.0,1.0,0.0,9.0,1.8,7.0,1.4,7.0,90.0,0
2.0,3.0,9.0,10.0,5.0,2.0,2.0,1.0,10.0,2.0,5.0,1.0,6.0,62.0,2.0,1.0,7.0,10.0,5.0,1.0,0.0,0.0,3.0,0.6,8.0,1.6,0.0,63.0,0
2.0,3.0,9.0,10.0,5.0,0.0,3.0,2.0,5.0,1.0,10.0,2.0,2.0,58.0,8.0,1.0,25.0,10.0,6.0,4.0,1.0,0.0,12.0,2.0,5.0,0.8333333333333334,9.0,173.0,1
9.0,2.0,29.0,11.0,6.0,6.0,0.0,0.0,21.0,3.5,4.0,0.6666666666666666,9.0,162.0,9.0,1.0,28.0,10.0,5.0,4.0,1.0,0.0,17.0,3.4,7.0,1.4,7.0,202.0,0
8.0,1.0,25.0,11.0,4.0,4.0,0.0,0.0,12.0,3.0,4.0,1.0,9.0,173.0,7.0,1.0,22.0,12.0,5.0,1.0,1.0,0.0,10.0,2.0,14.0,2.8,3.0,143.0,0
3.0,1.0,10.0,11.0,5.0,1.0,1.0,3.0,5.0,1.0,7.0,1.4,3.0,63.0,9.0,2.0,29.0,12.0,5.0,3.0,2.0,0.0,10.0,2.0,3.0,0.6,5.0,162.0,0
10.0,1.0,31.0,11.0,5.0,5.0,0.0,0.0,18.0,3.6,2.0,0.4,9.0,202.0,4.0,2.0,14.0,12.0,5.0,1.0,1.0,0.0,4.0,0.8,9.0,1.8,0.0,38.0,1
4.0,3.0,15.0,11.0,4.0,3.0,1.0,0.0,10.0,2.5,5.0,1.25,9.0,37.0,2.0,1.0,7.0,10.0,3.0,0.0,1.0,0.0,3.0,1.0,7.0,2.3333333333333335,1.0,50.0,0
2.0,3.0,9.0,11.0,4.0,1.0,1.0,2.0,7.0,1.75,5.0,1.25,4.0,64.0,4.0,5.0,17.0,12.0,5.0,1.0,3.0,0.0,6.0,1.2,8.0,1.6,4.0,70.0,0
3.0,4.0,13.0,12.0,5.0,3.0,2.0,0.0,7.0,1.4,0.0,0.0,9.0,35.0,3.0,0.0,9.0,12.0,5.0,2.0,0.0,0.0,8.0,1.6,10.0,2.0,3.0,55.0,1
2.0,3.0,9.0,11.0,5.0,1.0,1.0,3.0,4.0,0.8,5.0,1.0,4.0,50.0,5.0,4.0,19.0,12.0,5.0,2.0,0.0,0.0,4.0,0.8,6.0,1.2,3.0,119.0,0
2.0,2.0,8.0,12.0,5.0,1.0,1.0,3.0,5.0,1.0,10.0,2.0,0.0,38.0,2.0,3.0,9.0,11.0,5.0,0.0,1.0,0.0,1.0,0.2,8.0,1.6,1.0,62.0,0
7.0,1.0,22.0,10.0,4.0,3.0,0.0,1.0,10.0,2.5,6.0,1.5,9.0,90.0,3.0,3.0,12.0,11.0,5.0,2.0,0.0,0.0,4.0,0.8,9.0,1.8,3.0,58.0,1
4.0,3.0,15.0,11.0,4.0,2.0,2.0,0.0,4.0,1.0,1.0,0.25,7.0,53.0,6.0,3.0,21.0,11.0,4.0,2.0,1.0,0.0,6.0,1.5,6.0,1.5,4.0,64.0,0
16.0,6.0,54.0,35.0,17.0,11.0,3.0,3.0,33.0,1.9411764705882353,13.0,0.7647058823529411,6.0,134.3,21.0,8.0,71.0,36.0,17.0,8.0,4.0,0.0,25.0,1.4705882352941178,16.0,0.9411764705882353,6.0,174.4,1
3.0,3.0,12.0,12.0,6.0,2.0,2.0,2.0,11.0,1.8333333333333333,8.0,1.3333333333333333,3.0,62.0,2.0,2.0,8.0,11.0,4.0,0.0,2.0,0.0,6.0,1.5,10.0,2.5,2.0,50.0,0
4.0,4.0,16.0,12.0,5.0,3.0,2.0,0.0,13.0,2.6,8.0,1.6,7.0,37.0,2.0,3.0,9.0,12.0,6.0,1.0,2.0,0.0,6.0,1.0,12.0,2.0,4.0,50.0,0
4.0,3.0,15.0,12.0,5.0,2.0,2.0,1.0,5.0,1.0,4.0,0.8,4.0,53.0,8.0,1.0,25.0,11.0,6.0,4.0,1.0,0.0,11.0,1.8333333333333333,8.0,1.3333333333333333,7.0,90.0,1
2.0,4.0,10.0,12.0,5.0,1.0,2.0,2.0,9.0,1.8,7.0,1.4,5.0,64.0,2.0,3.0,9.0,12.0,5.0,0.0,3.0,0.0,7.0,1.4,11.0,2.2,2.0,50.0,1
3.0,1.0,10.0,12.0,6.0,1.0,1.0,4.0,5.0,0.8333333333333334,8.0,1.3333333333333333,0.0,63.0,4.0,2.0,14.0,13.0,6.0,1.0,1.0,0.0,5.0,0.8333333333333334,12.0,2.0,0.0,38.0,1
11.0,1.0,34.0,12.0,6.0,6.0,0.0,0.0,21.0,3.5,3.0,0.5,9.0,202.0,7.0,3.0,24.0,12.0,5.0,3.0,1.0,0.0,9.0,1.8,7.0,1.4,6.0,64.0,1
4.0,4.0,16.0,13.0,6.0,3.0,2.0,1.0,13.0,2.1666666666666665,9.0,1.5,7.0,37.0,8.0,1.0,25.0,13.0,6.0,2.0,1.0,0.0,15.0,2.5,17.0,2.8333333333333335,6.0,143.0,0
5.0,3.0,18.0,13.0,6.0,3.0,2.0,1.0,7.0,1.1666666666666667,5.0,0.8333333333333334,6.0,53.0,3.0,3.0,12.0,12.0,6.0,2.0,0.0,0.0,5.0,0.8333333333333334,12.0,2.0,0.0,58.0,0
3.0,4.0,13.0,13.0,6.0,2.0,2.0,2.0,11.0,1.8333333333333333,8.0,1.3333333333333333,5.0,64.0,3.0,4.0,13.0,13.0,6.0,1.0,1.0,0.0,3.0,0.5,8.0,1.3333333333333333,3.0,62.0,0
4.0,4.0,16.0,13.0,6.0,4.0,2.0,0.0,10.0,1.6666666666666667,1.0,0.16666666666666666,9.0,35.0,10.0,2.0,32.0,13.0,6.0,4.0,2.0,0.0,11.0,1.8333333333333333,3.0,0.5,7.0,162.0,0
3.0,3.0,12.0,13.0,6.0,1.0,1.0,4.0,4.0,0.6666666666666666,7.0,1.1666666666666667,3.0,50.0,3.0,0.0,9.0,13.0,6.0,2.0,0.0,0.0,9.0,1.5,13.0,2.1666666666666665,3.0,55.0,1
2.0,2.0,8.0,13.0,6.0,1.0,1.0,4.0,5.0,0.8333333333333334,12.0,2.0,0.0,38.0,2.0,3.0,9.0,13.0,6.0,0.0,3.0,0.0,8.0,1.3333333333333333,13.0,2.1666666666666665,2.0,50.0,0
8.0,1.0,25.0,12.0,5.0,4.0,0.0,1.0,15.0,3.0,9.0,1.8,6.0,173.0,6.0,4.0,22.0,13.0,6.0,3.0,0.0,0.0,6.0,1.0,6.0,1.0,6.0,119.0,0
8.0,1.0,25.0,12.0,5.0,4.0,0.0,1.0,13.0,2.6,7.0,1.4,9.0,90.0,4.0,6.0,18.0,13.0,6.0,1.0,4.0,0.0,8.0,1.3333333333333333,10.0,1.6666666666666667,4.0,70.0,1
11.0,2.0,35.0,14.0,7.0,6.0,0.0,1.0,22.0,3.142857142857143,10.0,1.4285714285714286,6.0,162.0,7.0,3.0,24.0,13.0,6.0,3.0,1.0,0.0,10.0,1.6666666666666667,10.0,1.6666666666666667,3.0,64.0,0
4.0,3.0,15.0,14.0,7.0,2.0,1.0,4.0,6.0,0.8571428571428571,8.0,1.1428571428571428,3.0,50.0,9.0,1.0,28.0,13.0,7.0,4.0,1.0,0.0,12.0,1.7142857142857142,10.0,1.4285714285714286,6.0,90.0,0
3.0,5.0,14.0,14.0,7.0,2.0,3.0,2.0,11.0,1.5714285714285714,8.0,1.1428571428571428,5.0,64.0,2.0,3.0,9.0,14.0,7.0,1.0,1.0,0.0,4.0,0.5714285714285714,13.0,1.8571428571428572,3.0,38.0,0
5.0,3.0,18.0,14.0,7.0,3.0,2.0,2.0,9.0,1.2857142857142858,8.0,1.1428571428571428,3.0,53.0,2.0,4.0,10.0,14.0,7.0,0.0,4.0,0.0,11.0,1.5714285714285714,16.0,2.2857142857142856,2.0,50.0,1
4.0,4.0,16.0,14.0,7.0,3.0,2.0,2.0,14.0,2.0,11.0,1.5714285714285714,4.0,37.0,4.0,3.0,15.0,13.0,7.0,3.0,0.0,0.0,8.0,1.1428571428571428,14.0,2.0,3.0,58.0,1
9.0,1.0,28.0,14.0,7.0,6.0,0.0,1.0,13.0,1.8571428571428572,4.0,0.5714285714285714,9.0,143.0,3.0,5.0,14.0,14.0,7.0,1.0,2.0,0.0,3.0,0.42857142857142855,8.0,1.1428571428571428,4.0,62.0,0
8.0,1.0,25.0,13.0,6.0,4.0,0.0,2.0,16.0,2.6666666666666665,11.0,1.8333333333333333,3.0,173.0,4.0,2.0,14.0,14.0,7.0,1.0,1.0,0.0,6.0,0.8571428571428571,14.0,2.0,0.0,38.0,1
3.0,0.0,9.0,14.0,7.0,1.0,0.0,6.0,10.0,1.4285714285714286,19.0,2.7142857142857144,3.0,55.0,4.0,1.0,13.0,13.0,6.0,2.0,0.0,0.0,6.0,1.0,9.0,1.5,3.0,63.0,0
7.0,4.0,25.0,14.0,7.0,3.0,4.0,0.0,9.0,1.2857142857142858,5.0,0.7142857142857143,5.0,119.0,12.0,1.0,37.0,13.0,6.0,5.0,1.0,0.0,23.0,3.8333333333333335,8.0,1.3333333333333333,9.0,202.0,0
4.0,4.0,16.0,14.0,7.0,4.0,2.0,1.0,10.0,1.4285714285714286,2.0,0.2857142857142857,6.0,35.0,4.0,6.0,18.0,14.0,7.0,1.0,4.0,0.0,8.0,1.1428571428571428,12.0,1.7142857142857142,4.0,70.0,0
9.0,8.0,35.0,36.0,17.0,4.0,4.0,9.0,27.0,1.588235294117647,35.0,2.0588235294117645,5.0,25.0,17.0,6.0,57.0,36.0,18.0,5.0,3.0,0.0,21.0,1.1666666666666667,28.0,1.5555555555555556,4.0,134.3,1
17.0,6.0,57.0,37.0,18.0,12.0,3.0,3.0,36.0,2.0,13.0,0.7222222222222222,6.0,134.3,9.0,14.0,41.0,37.0,18.0,4.0,6.0,0.0,17.0,0.9444444444444444,26.0,1.4444444444444444,4.0,40.0,0
22.0,11.0,77.0,37.0,18.0,17.0,1.0,0.0,47.0,2.611111111111111,11.0,0.6111111111111112,9.0,152.3,21.0,8.0,71.0,37.0,18.0,8.0,4.0,0.0,25.0,1.3888888888888888,19.0,1.0555555555555556,6.0,174.4,1
10.0,8.0,38.0,37.0,18.0,5.0,4.0,9.0,29.0,1.6111111111111112,36.0,2.0,5.0,25.0,12.0,11.0,47.0,37.0,18.0,4.0,4.0,0.0,21.0,1.1666666666666667,39.0,2.1666666666666665,6.0,82.8,0
12.0,10.0,46.0,37.0,18.0,8.0,5.0,5.0,27.0,1.5,27.0,1.5,6.0,37.2,7.0,11.0,32.0,37.0,18.0,2.0,6.0,0.0,16.0,0.8888888888888888,36.0,2.0,0.0,55.9,0
7.0,15.0,36.0,37.0,18.0,5.0,8.0,5.0,18.0,1.0,22.0,1.2222222222222223,4.0,38.0,13.0,7.0,46.0,37.0,18.0,3.0,3.0,0.0,15.0,0.8333333333333334,29.0,1.6111111111111112,2.0,46.9,1
18.0,11.0,65.0,37.0,18.0,10.0,4.0,4.0,31.0,1.7222222222222223,15.0,0.8333333333333334,4.0,122.9,11.0,7.0,40.0,37.0,18.0,3.0,3.0,0.0,16.0,0.8888888888888888,34.0,1.8888888888888888,4.0,37.8,1
11.0,9.0,42.0,37.0,18.0,7.0,6.0,5.0,22.0,1.2222222222222223,16.0,0.8888888888888888,4.0,49.9,11.0,12.0,45.0,37.0,18.0,5.0,4.0,0.0,15.0,0.8333333333333334,30.0,1.6666666666666667,2.0,53.4,0
12.0,11.0,47.0,37.0,18.0,7.0,5.0,6.0,24.0,1.3333333333333333,25.0,1.3888888888888888,3.0,60.8,15.0,14.0,59.0,37.0,18.0,6.0,5.0,0.0,23.0,1.2777777777777777,26.0,1.4444444444444444,3.0,91.3,0
4.0,3.0,15.0,14.0,6.0,1.0,3.0,2.0,6.0,1.0,10.0,1.6666666666666667,4.0,58.0,7.0,4.0,25.0,14.0,7.0,3.0,2.0,0.0,11.0,1.5714285714285714,11.0,1.5714285714285714,1.0,64.0,0
9.0,1.0,28.0,14.0,7.0,5.0,0.0,2.0,19.0,2.7142857142857144,11.0,1.5714285714285714,3.0,173.0,12.0,2.0,38.0,14.0,7.0,5.0,2.0,0.0,24.0,3.4285714285714284,9.0,1.2857142857142858,7.0,202.0,1
2.0,4.0,10.0,15.0,7.0,2.0,0.0,5.0,10.0,1.4285714285714286,15.0,2.142857142857143,3.0,50.0,4.0,3.0,15.0,15.0,7.0,2.0,2.0,0.0,7.0,1.0,12.0,1.7142857142857142,4.0,50.0,0
5.0,1.0,16.0,14.0,7.0,2.0,1.0,4.0,7.0,1.0,9.0,1.2857142857142858,3.0,63.0,5.0,4.0,19.0,15.0,7.0,1.0,2.0,0.0,8.0,1.1428571428571428,16.0,2.2857142857142856,1.0,37.0,0
3.0,6.0,15.0,15.0,7.0,2.0,3.0,2.0,12.0,1.7142857142857142,9.0,1.2857142857142858,3.0,62.0,3.0,0.0,9.0,15.0,7.0,2.0,0.0,0.0,10.0,1.4285714285714286,15.0,2.142857142857143,0.0,55.0,1
7.0,5.0,26.0,15.0,7.0,4.0,2.0,1.0,10.0,1.4285714285714286,8.0,1.1428571428571428,6.0,64.0,4.0,5.0,17.0,15.0,7.0,0.0,2.0,0.0,6.0,0.8571428571428571,18.0,2.5714285714285716,2.0,35.0,0
3.0,3.0,12.0,15.0,7.0,1.0,2.0,4.0,8.0,1.1428571428571428,15.0,2.142857142857143,1.0,38.0,10.0,1.0,31.0,15.0,7.0,4.0,1.0,0.0,12.0,1.7142857142857142,6.0,0.8571428571428571,6.0,173.0,0
4.0,2.0,14.0,15.0,7.0,3.0,1.0,3.0,10.0,1.4285714285714286,11.0,1.5714285714285714,7.0,38.0,6.0,3.0,21.0,15.0,7.0,2.0,1.0,0.0,4.0,0.5714285714285714,15.0,2.142857142857143,3.0,53.0,0
4.0,7.0,19.0,15.0,7.0,3.0,2.0,2.0,10.0,1.4285714285714286,7.0,1.0,3.0,70.0,7.0,5.0,26.0,15.0,7.0,4.0,0.0,0.0,8.0,1.1428571428571428,7.0,1.0,6.0,119.0,0
12.0,2.0,38.0,15.0,7.0,7.0,0.0,0.0,24.0,3.4285714285714284,4.0,0.5714285714285714,9.0,202.0,9.0,2.0,29.0,15.0,7.0,3.0,1.0,0.0,17.0,2.4285714285714284,18.0,2.5714285714285716,9.0,143.0,1
4.0,4.0,16.0,15.0,7.0,1.0,4.0,2.0,6.0,0.8571428571428571,10.0,1.4285714285714286,4.0,58.0,11.0,3.0,36.0,15.0,7.0,5.0,2.0,0.0,12.0,1.7142857142857142,3.0,0.42857142857142855,9.0,162.0,0
10.0,1.0,31.0,14.0,6.0,5.0,0.0,1.0,15.0,2.5,7.0,1.1666666666666667,9.0,90.0,3.0,5.0,14.0,15.0,7.0,1.0,2.0,0.0,6.0,0.8571428571428571,8.0,1.1428571428571428,3.0,64.0,1
4.0,2.0,14.0,16.0,8.0,3.0,1.0,4.0,11.0,1.375,13.0,1.625,6.0,38.0,5.0,5.0,20.0,16.0,8.0,1.0,3.0,0.0,9.0,1.125,17.0,2.125,1.0,37.0,0
2.0,4.0,10.0,16.0,8.0,2.0,0.0,6.0,11.0,1.375,17.0,2.125,3.0,50.0,3.0,0.0,9.0,16.0,8.0,2.0,0.0,0.0,10.0,1.25,17.0,2.125,0.0,55.0,0
4.0,7.0,19.0,16.0,8.0,3.0,2.0,3.0,10.0,1.25,9.0,1.125,3.0,70.0,9.0,2.0,29.0,16.0,8.0,3.0,1.0,0.0,17.0,2.125,19.0,2.375,6.0,143.0,0
5.0,2.0,17.0,15.0,8.0,2.0,2.0,4.0,8.0,1.0,10.0,1.25,4.0,63.0,4.0,6.0,18.0,16.0,8.0,0.0,3.0,0.0,6.0,0.75,18.0,2.25,2.0,35.0,1
4.0,6.0,18.0,16.0,8.0,3.0,3.0,2.0,14.0,1.75,9.0,1.125,6.0,62.0,12.0,3.0,39.0,16.0,8.0,6.0,2.0,0.0,14.0,1.75,3.0,0.375,9.0,162.0,0
13.0,2.0,41.0,16.0,8.0,8.0,0.0,0.0,25.0,3.125,4.0,0.5,9.0,202.0,7.0,3.0,24.0,16.0,8.0,3.0,1.0,0.0,6.0,0.75,16.0,2.0,6.0,53.0,1
7.0,6.0,27.0,16.0,8.0,4.0,3.0,1.0,10.0,1.25,8.0,1.0,4.0,64.0,5.0,3.0,18.0,16.0,8.0,3.0,2.0,0.0,9.0,1.125,13.0,1.625,4.0,50.0,0
4.0,4.0,16.0,16.0,8.0,1.0,4.0,3.0,6.0,0.75,12.0,1.5,1.0,58.0,3.0,5.0,14.0,16.0,8.0,1.0,2.0,0.0,6.0,0.75,9.0,1.125,0.0,64.0,0
3.0,4.0,13.0,16.0,8.0,1.0,3.0,4.0,9.0,1.125,16.0,2.0,2.0,38.0,8.0,5.0,29.0,16.0,8.0,5.0,0.0,0.0,10.0,1.25,7.0,0.875,6.0,119.0,0
11.0,1.0,34.0,15.0,7.0,6.0,0.0,1.0,16.0,2.2857142857142856,7.0,1.0,9.0,90.0,10.0,2.0,32.0,16.0,8.0,4.0,2.0,0.0,13.0,1.625,7.0,0.875,7.0,173.0,0
7.0,3.0,24.0,17.0,8.0,4.0,2.0,2.0,12.0,1.5,9.0,1.125,6.0,53.0,4.0,7.0,19.0,17.0,8.0,1.0,5.0,0.0,8.0,1.0,12.0,1.5,4.0,70.0,0
4.0,5.0,17.0,17.0,8.0,2.0,3.0,3.0,12.0,1.5,10.0,1.25,4.0,64.0,6.0,2.0,20.0,16.0,7.0,3.0,0.0,0.0,8.0,1.1428571428571428,9.0,1.2857142857142858,3.0,63.0,0
13.0,3.0,42.0,17.0,8.0,6.0,1.0,1.0,23.0,2.875,11.0,1.375,7.0,162.0,3.0,5.0,14.0,17.0,8.0,2.0,1.0,0.0,6.0,0.75,14.0,1.75,6.0,38.0,1
6.0,3.0,21.0,17.0,8.0,2.0,1.0,5.0,7.0,0.875,11.0,1.375,3.0,50.0,14.0,2.0,44.0,17.0,8.0,5.0,2.0,0.0,25.0,3.125,11.0,1.375,4.0,202.0,0
10.0,3.0,33.0,17.0,8.0,6.0,0.0,2.0,21.0,2.625,12.0,1.5,6.0,173.0,4.0,6.0,18.0,17.0,8.0,1.0,3.0,0.0,4.0,0.5,9.0,1.125,2.0,62.0,0
4.0,0.0,12.0,17.0,8.0,1.0,0.0,7.0,10.0,1.25,21.0,2.625,3.0,55.0,7.0,6.0,27.0,17.0,8.0,3.0,3.0,0.0,11.0,1.375,11.0,1.375,1.0,64.0,0
8.0,6.0,30.0,17.0,8.0,3.0,5.0,0.0,10.0,1.25,6.0,0.75,5.0,119.0,2.0,4.0,10.0,17.0,8.0,0.0,4.0,0.0,12.0,1.5,19.0,2.375,1.0,50.0,0
10.0,2.0,32.0,17.0,8.0,6.0,1.0,1.0,14.0,1.75,5.0,0.625,7.0,143.0,4.0,3.0,15.0,17.0,8.0,1.0,1.0,0.0,6.0,0.75,17.0,2.125,0.0,38.0,0
5.0,6.0,21.0,17.0,8.0,4.0,2.0,2.0,16.0,2.0,12.0,1.5,6.0,37.0,11.0,2.0,35.0,16.0,8.0,5.0,1.0,0.0,15.0,1.875,11.0,1.375,6.0,90.0,0
4.0,6.0,18.0,17.0,8.0,4.0,3.0,1.0,10.0,1.25,2.0,0.25,4.0,35.0,4.0,4.0,16.0,17.0,8.0,3.0,0.0,0.0,9.0,1.125,16.0,2.0,3.0,58.0,0
8.0,7.0,31.0,18.0,9.0,3.0,6.0,0.0,11.0,1.2222222222222223,7.0,0.7777777777777778,5.0,119.0,8.0,6.0,30.0,18.0,9.0,4.0,3.0,0.0,13.0,1.4444444444444444,11.0,1.2222222222222223,4.0,64.0,1
10.0,3.0,33.0,18.0,9.0,6.0,2.0,1.0,15.0,1.6666666666666667,6.0,0.6666666666666666,5.0,143.0,4.0,5.0,17.0,18.0,9.0,3.0,1.0,0.0,10.0,1.1111111111111112,17.0,1.8888888888888888,1.0,58.0,1
4.0,0.0,12.0,18.0,9.0,1.0,0.0,8.0,10.0,1.1111111111111112,23.0,2.5555555555555554,0.0,55.0,4.0,4.0,16.0,18.0,9.0,1.0,2.0,0.0,7.0,0.7777777777777778,18.0,2.0,1.0,38.0,0
10.0,4.0,34.0,18.0,9.0,6.0,1.0,2.0,22.0,2.4444444444444446,13.0,1.4444444444444444,7.0,173.0,4.0,8.0,20.0,18.0,9.0,1.0,6.0,0.0,8.0,0.8888888888888888,12.0,1.3333333333333333,5.0,70.0,0
14.0,3.0,45.0,18.0,9.0,7.0,1.0,1.0,28.0,3.111111111111111,11.0,1.2222222222222223,7.0,162.0,2.0,5.0,11.0,18.0,9.0,0.0,5.0,0.0,13.0,1.4444444444444444,20.0,2.2222222222222223,1.0,50.0,0
5.0,6.0,21.0,18.0,9.0,4.0,2.0,3.0,16.0,1.7777777777777777,14.0,1.5555555555555556,6.0,37.0,4.0,7.0,19.0,18.0,9.0,1.0,4.0,0.0,5.0,0.5555555555555556,10.0,1.1111111111111112,2.0,62.0,0
7.0,4.0,25.0,18.0,9.0,4.0,3.0,2.0,12.0,1.3333333333333333,9.0,1.0,7.0,53.0,3.0,5.0,14.0,18.0,9.0,2.0,1.0,0.0,6.0,0.6666666666666666,19.0,2.111111111111111,6.0,38.0,0
4.0,7.0,19.0,18.0,9.0,4.0,4.0,1.0,11.0,1.2222222222222223,3.0,0.3333333333333333,5.0,35.0,12.0,2.0,38.0,17.0,9.0,6.0,1.0,0.0,17.0,1.8888888888888888,11.0,1.2222222222222223,6.0,90.0,0
6.0,4.0,22.0,18.0,9.0,2.0,2.0,5.0,7.0,0.7777777777777778,11.0,1.2222222222222223,1.0,50.0,6.0,3.0,21.0,17.0,8.0,3.0,1.0,0.0,9.0,1.125,10.0,1.25,4.0,63.0,0
4.0,6.0,18.0,18.0,9.0,2.0,4.0,3.0,13.0,1.4444444444444444,11.0,1.2222222222222223,4.0,64.0,14.0,3.0,45.0,18.0,9.0,5.0,3.0,0.0,25.0,2.7777777777777777,11.0,1.2222222222222223,2.0,202.0,1
5.0,6.0,21.0,19.0,10.0,3.0,4.0,3.0,14.0,1.4,11.0,1.1,7.0,64.0,5.0,7.0,22.0,19.0,9.0,1.0,4.0,0.0,11.0,1.2222222222222223,19.0,2.111111111111111,2.0,37.0,1
4.0,8.0,20.0,19.0,9.0,3.0,3.0,3.0,14.0,1.5555555555555556,14.0,1.5555555555555556,6.0,62.0,6.0,4.0,22.0,19.0,9.0,4.0,2.0,0.0,12.0,1.3333333333333333,15.0,1.6666666666666667,7.0,50.0,0
4.0,1.0,13.0,19.0,10.0,1.0,1.0,8.0,11.0,1.1,24.0,2.4,1.0,55.0,11.0,3.0,36.0,19.0,9.0,4.0,1.0,0.0,19.0,2.111111111111111,20.0,2.2222222222222223,6.0,143.0,0
3.0,5.0,14.0,19.0,9.0,2.0,0.0,7.0,12.0,1.3333333333333333,19.0,2.111111111111111,3.0,50.0,8.0,6.0,30.0,19.0,10.0,4.0,3.0,0.0,14.0,1.4,14.0,1.4,3.0,64.0,0
5.0,8.0,23.0,19.0,9.0,3.0,2.0,4.0,11.0,1.2222222222222223,11.0,1.2222222222222223,0.0,70.0,4.0,5.0,17.0,19.0,10.0,3.0,1.0,0.0,10.0,1.0,18.0,1.8,1.0,58.0,0
12.0,3.0,39.0,18.0,8.0,6.0,1.0,1.0,17.0,2.125,8.0,1.0,7.0,90.0,4.0,8.0,20.0,19.0,9.0,0.0,3.0,0.0,6.0,0.6666666666666666,19.0,2.111111111111111,1.0,35.0,1
9.0,6.0,33.0,20.0,9.0,4.0,3.0,2.0,12.0,1.3333333333333333,11.0,1.2222222222222223,1.0,64.0,9.0,7.0,34.0,19.0,9.0,5.0,1.0,0.0,10.0,1.1111111111111112,7.0,0.7777777777777778,4.0,119.0,1
7.0,5.0,26.0,19.0,10.0,4.0,4.0,2.0,14.0,1.4,11.0,1.1,5.0,53.0,7.0,3.0,24.0,18.0,9.0,4.0,1.0,0.0,10.0,1.1111111111111112,10.0,1.1111111111111112,4.0,63.0,0
9.0,7.0,34.0,20.0,10.0,4.0,6.0,0.0,14.0,1.4,8.0,0.8,7.0,119.0,4.0,9.0,21.0,20.0,10.0,1.0,5.0,0.0,6.0,0.6,11.0,1.1,2.0,62.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0
2.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,1
1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,54.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,60.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0
0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0
