h_nb_victories,h_nb_draws,h_nb_defeats,h_nb_points,h_nb_goals_scored,h_nb_goals_conceded,h_nb_goals_diff,h_nb_games,h_nb_games_home,h_nb_victories_home,h_nb_draws_home,h_nb_defeats_home,h_nb_points_home,h_nb_goals_scored_home,h_nb_goals_conceded_home,h_diff_goals_home,h_last_n_games_points_home,h_last_n_games_victories_home,h_last_n_games_draws_home,h_last_n_games_defeats_home,h_mean_nb_goals_scored_home,h_mean_nb_goals_conceded_home,h_season_wages,a_nb_victories,a_nb_draws,a_nb_defeats,a_nb_points,a_nb_goals_scored,a_nb_goals_conceded,a_nb_goals_diff,a_nb_games,a_nb_games_away,a_nb_victories_away,a_nb_draws_away,a_nb_defeats_away,a_nb_points_away,a_nb_goals_scored_away,a_nb_goals_conceded_away,a_diff_goals_away,a_last_n_games_points_away,a_last_n_games_victories_away,a_last_n_games_draws_away,a_last_n_games_defeats_away,a_mean_nb_goals_scored_away,a_mean_nb_goals_conceded_away,a_season_wages,Month,Week,distance_km,capacity_home_stadium,home_win_odd_above,id
2.0,2.0,6.0,8.0,9.0,17.0,-8.0,10.0,5.0,1.0,1.0,3.0,4.0,5.0,9.0,-4.0,1.0,0.0,1.0,2.0,1.0,1.8,38.0,1.0,2.0,7.0,5.0,6.0,17.0,-11.0,10.0,5.0,0.0,1.0,4.0,1.0,1.0,9.0,-8.0,0.0,0.0,0.0,3.0,0.2,1.8,38.0,11,44,6783.28990816,27828.0,0,E0_2011_2012_108
1.0,2.0,8.0,5.0,7.0,20.0,-13.0,11.0,5.0,1.0,1.0,3.0,4.0,5.0,8.0,-3.0,0.0,0.0,0.0,3.0,1.0,1.6,38.0,1.0,3.0,7.0,6.0,13.0,24.0,-11.0,11.0,5.0,0.0,3.0,2.0,3.0,7.0,11.0,-4.0,2.0,0.0,2.0,1.0,1.4,2.2,50.0,11,46,1538.63676987,25133.0,0,E0_2011_2012_116
3.0,4.0,4.0,13.0,12.0,15.0,-3.0,11.0,5.0,3.0,2.0,0.0,11.0,8.0,1.0,7.0,9.0,3.0,0.0,0.0,1.6,0.2,35.0,8.0,2.0,1.0,26.0,28.0,12.0,16.0,11.0,5.0,3.0,2.0,0.0,11.0,10.0,3.0,7.0,5.0,1.0,2.0,0.0,2.0,0.6,162.0,11,46,10268.018801,20520.0,0,E0_2011_2012_114
2.0,4.0,5.0,10.0,14.0,13.0,1.0,11.0,5.0,1.0,2.0,2.0,5.0,9.0,7.0,2.0,5.0,1.0,2.0,0.0,1.8,1.4,64.0,2.0,4.0,5.0,10.0,14.0,15.0,-1.0,11.0,5.0,1.0,1.0,3.0,4.0,3.0,6.0,-3.0,4.0,1.0,1.0,1.0,0.6,1.2,62.0,11,46,17841.8145443,48707.0,0,E0_2011_2012_113
3.0,2.0,6.0,11.0,9.0,16.0,-7.0,11.0,5.0,1.0,1.0,3.0,4.0,3.0,5.0,-2.0,4.0,1.0,1.0,1.0,0.6,1.0,50.0,3.0,0.0,8.0,9.0,18.0,27.0,-9.0,11.0,5.0,2.0,0.0,3.0,6.0,9.0,10.0,-1.0,3.0,1.0,0.0,2.0,1.8,2.0,55.0,11,46,7515.21795128,27877.0,0,E0_2011_2012_115
3.0,4.0,4.0,13.0,16.0,18.0,-2.0,11.0,5.0,2.0,2.0,1.0,8.0,9.0,7.0,2.0,7.0,2.0,1.0,0.0,1.8,1.4,37.0,6.0,1.0,4.0,19.0,23.0,21.0,2.0,11.0,5.0,1.0,1.0,3.0,4.0,11.0,17.0,-6.0,3.0,1.0,0.0,2.0,2.2,3.4,143.0,11,46,5508.06090518,27010.0,0,E0_2011_2012_111
10.0,1.0,0.0,31.0,39.0,10.0,29.0,11.0,5.0,5.0,0.0,0.0,15.0,16.0,2.0,14.0,9.0,3.0,0.0,0.0,3.2,0.4,202.0,7.0,4.0,0.0,25.0,17.0,8.0,9.0,11.0,5.0,3.0,2.0,0.0,11.0,7.0,3.0,4.0,7.0,2.0,1.0,0.0,1.4,0.6,64.0,11,46,9511.54609112,47405.0,0,E0_2011_2012_110
3.0,1.0,6.0,10.0,11.0,15.0,-4.0,10.0,5.0,1.0,1.0,3.0,4.0,5.0,7.0,-2.0,3.0,1.0,0.0,2.0,1.0,1.4,63.0,3.0,2.0,6.0,11.0,12.0,18.0,-6.0,11.0,5.0,1.0,1.0,3.0,4.0,4.0,8.0,-4.0,0.0,0.0,0.0,3.0,0.8,1.6,38.0,11,46,7136.96900624,40157.0,0,E0_2011_2012_109
3.0,3.0,5.0,12.0,8.0,19.0,-11.0,11.0,5.0,2.0,2.0,1.0,8.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,0.8,53.0,3.0,3.0,5.0,12.0,10.0,20.0,-10.0,11.0,5.0,2.0,0.0,3.0,6.0,5.0,11.0,-6.0,3.0,1.0,0.0,2.0,1.0,2.2,58.0,11,46,6731.15000145,27740.0,0,E0_2011_2012_112
7.0,1.0,3.0,22.0,24.0,15.0,9.0,11.0,5.0,4.0,0.0,1.0,12.0,15.0,9.0,6.0,6.0,2.0,0.0,1.0,3.0,1.8,173.0,5.0,4.0,2.0,19.0,14.0,10.0,4.0,11.0,5.0,3.0,0.0,2.0,9.0,6.0,5.0,1.0,6.0,2.0,0.0,1.0,1.2,1.0,119.0,11,46,8058.75245833,42449.0,0,E0_2011_2012_117
7.0,1.0,2.0,22.0,21.0,15.0,6.0,10.0,4.0,3.0,0.0,1.0,9.0,10.0,7.0,3.0,9.0,3.0,0.0,0.0,2.5,1.75,90.0,3.0,6.0,2.0,15.0,16.0,15.0,1.0,11.0,5.0,0.0,4.0,1.0,4.0,6.0,9.0,-3.0,2.0,0.0,2.0,1.0,1.2,1.8,70.0,11,47,4139.59249739,36230.0,0,E0_2011_2012_118
4.0,2.0,6.0,14.0,11.0,17.0,-6.0,12.0,6.0,2.0,1.0,3.0,7.0,5.0,6.0,-1.0,6.0,2.0,0.0,1.0,0.833333333333,1.0,50.0,8.0,1.0,2.0,25.0,23.0,15.0,8.0,11.0,6.0,4.0,1.0,1.0,13.0,11.0,8.0,3.0,7.0,2.0,1.0,0.0,1.83333333333,1.33333333333,90.0,11,47,4023.2007459,27877.0,0,E0_2011_2012_126
2.0,5.0,5.0,11.0,14.0,13.0,1.0,12.0,6.0,1.0,3.0,2.0,6.0,9.0,7.0,2.0,3.0,0.0,3.0,0.0,1.5,1.16666666667,64.0,1.0,3.0,8.0,6.0,10.0,23.0,-13.0,12.0,6.0,0.0,1.0,5.0,1.0,2.0,12.0,-10.0,0.0,0.0,0.0,3.0,0.333333333333,2.0,38.0,11,47,8991.38457193,48707.0,0,E0_2011_2012_125
3.0,3.0,6.0,12.0,10.0,22.0,-12.0,12.0,6.0,2.0,2.0,2.0,8.0,7.0,7.0,0.0,3.0,1.0,0.0,2.0,1.16666666667,1.16666666667,53.0,1.0,4.0,7.0,7.0,16.0,27.0,-11.0,12.0,6.0,0.0,4.0,2.0,4.0,10.0,14.0,-4.0,3.0,0.0,3.0,0.0,1.66666666667,2.33333333333,50.0,11,47,5103.03291837,27740.0,0,E0_2011_2012_124
3.0,4.0,5.0,13.0,17.0,20.0,-3.0,12.0,6.0,2.0,2.0,2.0,8.0,10.0,9.0,1.0,4.0,1.0,1.0,1.0,1.66666666667,1.5,37.0,4.0,3.0,5.0,15.0,13.0,22.0,-9.0,12.0,6.0,3.0,0.0,3.0,9.0,8.0,13.0,-5.0,3.0,1.0,0.0,2.0,1.33333333333,2.16666666667,58.0,11,47,5393.8927564,27010.0,1,E0_2011_2012_123
9.0,2.0,1.0,29.0,29.0,12.0,17.0,12.0,6.0,5.0,0.0,1.0,15.0,18.0,9.0,9.0,6.0,2.0,0.0,1.0,3.0,1.5,162.0,7.0,4.0,1.0,25.0,18.0,11.0,7.0,12.0,6.0,3.0,2.0,1.0,11.0,8.0,6.0,2.0,6.0,2.0,0.0,1.0,1.33333333333,1.0,64.0,11,47,9639.3243147,75811.0,0,E0_2011_2012_122
7.0,1.0,4.0,22.0,25.0,17.0,8.0,12.0,6.0,4.0,0.0,2.0,12.0,16.0,11.0,5.0,3.0,1.0,0.0,2.0,2.66666666667,1.83333333333,173.0,3.0,2.0,7.0,11.0,13.0,20.0,-7.0,12.0,6.0,1.0,1.0,4.0,4.0,5.0,10.0,-5.0,0.0,0.0,0.0,3.0,0.833333333333,1.66666666667,38.0,11,47,4416.46814106,42449.0,0,E0_2011_2012_121
3.0,0.0,9.0,9.0,19.0,29.0,-10.0,12.0,6.0,1.0,0.0,5.0,3.0,9.0,17.0,-8.0,3.0,1.0,0.0,2.0,1.5,2.83333333333,55.0,4.0,1.0,6.0,13.0,13.0,16.0,-3.0,11.0,5.0,2.0,0.0,3.0,6.0,6.0,8.0,-2.0,3.0,1.0,0.0,2.0,1.2,1.6,63.0,11,47,2873.23776701,28100.0,0,E0_2011_2012_120
7.0,1.0,4.0,22.0,25.0,22.0,3.0,12.0,6.0,5.0,0.0,1.0,15.0,12.0,4.0,8.0,9.0,3.0,0.0,0.0,2.0,0.666666666667,143.0,2.0,5.0,5.0,11.0,14.0,15.0,-1.0,12.0,6.0,1.0,2.0,3.0,5.0,3.0,6.0,-3.0,4.0,1.0,1.0,1.0,0.5,1.0,62.0,11,47,557.389452287,60361.0,0,E0_2011_2012_119
6.0,4.0,2.0,22.0,16.0,11.0,5.0,12.0,6.0,2.0,4.0,0.0,10.0,8.0,5.0,3.0,3.0,0.0,3.0,0.0,1.33333333333,0.833333333333,119.0,11.0,1.0,0.0,34.0,42.0,11.0,31.0,12.0,6.0,5.0,1.0,0.0,16.0,23.0,8.0,15.0,9.0,3.0,0.0,0.0,3.83333333333,1.33333333333,202.0,11,47,4849.897847,45276.0,0,E0_2011_2012_127
3.0,4.0,5.0,13.0,12.0,16.0,-4.0,12.0,6.0,3.0,2.0,1.0,11.0,8.0,2.0,6.0,6.0,2.0,0.0,1.0,1.33333333333,0.333333333333,35.0,3.0,6.0,3.0,15.0,16.0,17.0,-1.0,12.0,6.0,0.0,4.0,2.0,4.0,6.0,11.0,-5.0,1.0,0.0,1.0,2.0,1.0,1.83333333333,70.0,11,47,3851.06398254,20520.0,0,E0_2011_2012_128
9.0,1.0,2.0,28.0,26.0,16.0,10.0,12.0,5.0,4.0,0.0,1.0,12.0,12.0,7.0,5.0,9.0,3.0,0.0,0.0,2.4,1.4,90.0,3.0,0.0,10.0,9.0,19.0,31.0,-12.0,13.0,6.0,2.0,0.0,4.0,6.0,10.0,12.0,-2.0,3.0,1.0,0.0,2.0,1.66666666667,2.0,55.0,12,48,9943.76239433,36230.0,0,E0_2011_2012_134
4.0,3.0,6.0,15.0,14.0,24.0,-10.0,13.0,6.0,1.0,3.0,2.0,6.0,5.0,9.0,-4.0,4.0,1.0,1.0,1.0,0.833333333333,1.5,58.0,4.0,2.0,7.0,14.0,12.0,20.0,-8.0,13.0,6.0,2.0,1.0,3.0,7.0,6.0,11.0,-5.0,4.0,1.0,1.0,1.0,1.0,1.83333333333,50.0,12,48,4382.08095886,18439.0,0,E0_2011_2012_133
7.0,5.0,1.0,26.0,19.0,12.0,7.0,13.0,6.0,4.0,2.0,0.0,14.0,10.0,5.0,5.0,7.0,2.0,1.0,0.0,1.66666666667,0.833333333333,64.0,8.0,1.0,4.0,25.0,28.0,17.0,11.0,13.0,6.0,3.0,1.0,2.0,10.0,9.0,6.0,3.0,6.0,2.0,0.0,1.0,1.5,1.0,173.0,12,48,17757.8718566,52409.0,0,E0_2011_2012_132
2.0,3.0,8.0,9.0,12.0,24.0,-12.0,13.0,6.0,1.0,2.0,3.0,5.0,8.0,11.0,-3.0,1.0,0.0,1.0,2.0,1.33333333333,1.83333333333,38.0,7.0,2.0,4.0,23.0,26.0,23.0,3.0,13.0,6.0,2.0,1.0,3.0,7.0,13.0,18.0,-5.0,6.0,2.0,0.0,1.0,2.16666666667,3.0,143.0,12,48,9416.23849251,25133.0,0,E0_2011_2012_135
1.0,4.0,8.0,7.0,17.0,30.0,-13.0,13.0,6.0,1.0,0.0,5.0,3.0,6.0,13.0,-7.0,0.0,0.0,0.0,3.0,1.0,2.16666666667,50.0,3.0,5.0,5.0,14.0,12.0,16.0,-4.0,13.0,6.0,0.0,2.0,4.0,2.0,4.0,14.0,-10.0,2.0,0.0,2.0,1.0,0.666666666667,2.33333333333,35.0,12,48,12169.5744875,31154.0,1,E0_2011_2012_130
3.0,7.0,3.0,16.0,16.0,17.0,-1.0,13.0,6.0,3.0,2.0,1.0,11.0,10.0,6.0,4.0,6.0,2.0,0.0,1.0,1.66666666667,1.0,70.0,9.0,3.0,1.0,30.0,30.0,13.0,17.0,13.0,6.0,4.0,2.0,0.0,14.0,11.0,3.0,8.0,7.0,2.0,1.0,0.0,1.83333333333,0.5,162.0,12,48,6465.47259185,42785.0,0,E0_2011_2012_129
11.0,2.0,0.0,35.0,43.0,12.0,31.0,13.0,6.0,6.0,0.0,0.0,18.0,19.0,3.0,16.0,9.0,3.0,0.0,0.0,3.16666666667,0.5,202.0,4.0,4.0,5.0,16.0,19.0,21.0,-2.0,13.0,6.0,1.0,2.0,3.0,5.0,7.0,11.0,-4.0,1.0,0.0,1.0,2.0,1.16666666667,1.83333333333,37.0,12,48,15054.9149663,47405.0,0,E0_2011_2012_131
5.0,1.0,6.0,16.0,15.0,16.0,-1.0,12.0,6.0,2.0,1.0,3.0,7.0,7.0,8.0,-1.0,3.0,1.0,0.0,2.0,1.16666666667,1.33333333333,63.0,4.0,3.0,6.0,15.0,13.0,23.0,-10.0,13.0,6.0,1.0,1.0,4.0,4.0,3.0,15.0,-12.0,0.0,0.0,0.0,3.0,0.5,2.5,53.0,12,48,5671.64757567,40157.0,0,E0_2011_2012_136
3.0,2.0,8.0,11.0,13.0,23.0,-10.0,13.0,6.0,2.0,1.0,3.0,7.0,8.0,10.0,-2.0,4.0,1.0,1.0,1.0,1.33333333333,1.66666666667,38.0,2.0,5.0,6.0,11.0,15.0,15.0,0.0,13.0,6.0,1.0,2.0,3.0,5.0,5.0,6.0,-1.0,3.0,1.0,0.0,2.0,0.833333333333,1.0,64.0,12,48,14907.4468883,27828.0,1,E0_2011_2012_137
2.0,6.0,5.0,12.0,15.0,16.0,-1.0,13.0,6.0,1.0,3.0,2.0,6.0,11.0,9.0,2.0,3.0,1.0,0.0,2.0,1.83333333333,1.5,62.0,6.0,5.0,2.0,23.0,17.0,12.0,5.0,13.0,6.0,4.0,0.0,2.0,12.0,8.0,6.0,2.0,9.0,3.0,0.0,0.0,1.33333333333,1.0,119.0,12,49,8046.75696263,25700.0,1,E0_2011_2012_138
3.0,5.0,6.0,14.0,14.0,20.0,-6.0,14.0,7.0,3.0,3.0,1.0,12.0,8.0,2.0,6.0,4.0,1.0,1.0,1.0,1.14285714286,0.285714285714,35.0,3.0,6.0,5.0,15.0,16.0,16.0,0.0,14.0,7.0,1.0,3.0,3.0,6.0,4.0,7.0,-3.0,5.0,1.0,2.0,0.0,0.571428571429,1.0,62.0,12,49,3404.87245252,20520.0,1,E0_2011_2012_144
4.0,4.0,6.0,16.0,20.0,26.0,-6.0,14.0,7.0,3.0,2.0,2.0,11.0,12.0,10.0,2.0,4.0,1.0,1.0,1.0,1.71428571429,1.42857142857,37.0,7.0,5.0,2.0,26.0,19.0,15.0,4.0,14.0,7.0,3.0,3.0,1.0,12.0,9.0,7.0,2.0,4.0,1.0,1.0,1.0,1.28571428571,1.0,64.0,12,49,15022.8643385,27010.0,1,E0_2011_2012_143
10.0,3.0,1.0,33.0,31.0,13.0,18.0,14.0,7.0,5.0,1.0,1.0,16.0,19.0,10.0,9.0,4.0,1.0,1.0,1.0,2.71428571429,1.42857142857,162.0,4.0,2.0,8.0,14.0,15.0,24.0,-9.0,14.0,7.0,1.0,1.0,5.0,4.0,5.0,13.0,-8.0,0.0,0.0,0.0,3.0,0.714285714286,1.85714285714,38.0,12,49,5633.72467239,75811.0,0,E0_2011_2012_142
4.0,3.0,7.0,15.0,13.0,21.0,-8.0,14.0,7.0,2.0,1.0,4.0,7.0,6.0,9.0,-3.0,3.0,1.0,0.0,2.0,0.857142857143,1.28571428571,50.0,2.0,3.0,9.0,9.0,12.0,28.0,-16.0,14.0,7.0,1.0,1.0,5.0,4.0,4.0,13.0,-9.0,3.0,1.0,0.0,2.0,0.571428571429,1.85714285714,38.0,12,49,7618.52961689,27877.0,0,E0_2011_2012_145
3.0,0.0,11.0,9.0,19.0,34.0,-15.0,14.0,7.0,1.0,0.0,6.0,3.0,9.0,19.0,-10.0,3.0,1.0,0.0,2.0,1.28571428571,2.71428571429,55.0,3.0,7.0,4.0,16.0,16.0,18.0,-2.0,14.0,7.0,0.0,5.0,2.0,5.0,6.0,11.0,-5.0,2.0,0.0,2.0,1.0,0.857142857143,1.57142857143,70.0,12,49,7706.23133984,28100.0,0,E0_2011_2012_140
8.0,2.0,4.0,26.0,30.0,23.0,7.0,14.0,7.0,5.0,1.0,1.0,16.0,13.0,5.0,8.0,7.0,2.0,1.0,0.0,1.85714285714,0.714285714286,143.0,5.0,1.0,7.0,16.0,15.0,17.0,-2.0,13.0,6.0,3.0,0.0,3.0,9.0,8.0,8.0,0.0,6.0,2.0,0.0,1.0,1.33333333333,1.33333333333,63.0,12,49,8491.07085483,60361.0,0,E0_2011_2012_139
6.0,5.0,3.0,23.0,17.0,13.0,4.0,14.0,7.0,2.0,5.0,0.0,11.0,9.0,6.0,3.0,3.0,0.0,3.0,0.0,1.28571428571,0.857142857143,119.0,4.0,4.0,6.0,16.0,15.0,25.0,-10.0,14.0,7.0,3.0,0.0,4.0,9.0,9.0,15.0,-6.0,3.0,1.0,0.0,2.0,1.28571428571,2.14285714286,58.0,12,49,8254.30702446,45276.0,0,E0_2011_2012_141
5.0,3.0,6.0,18.0,14.0,23.0,-9.0,14.0,7.0,3.0,2.0,2.0,11.0,10.0,8.0,2.0,3.0,1.0,0.0,2.0,1.42857142857,1.14285714286,53.0,10.0,1.0,2.0,31.0,29.0,16.0,13.0,13.0,7.0,5.0,1.0,1.0,16.0,14.0,9.0,5.0,9.0,3.0,0.0,0.0,2.0,1.28571428571,90.0,12,49,6643.21591347,27740.0,1,E0_2011_2012_146
2.0,5.0,7.0,11.0,16.0,17.0,-1.0,14.0,7.0,1.0,3.0,3.0,6.0,10.0,9.0,1.0,2.0,0.0,2.0,1.0,1.42857142857,1.28571428571,64.0,2.0,4.0,8.0,10.0,21.0,32.0,-11.0,14.0,7.0,0.0,4.0,3.0,4.0,11.0,17.0,-6.0,2.0,0.0,2.0,1.0,1.57142857143,2.42857142857,50.0,12,49,7779.49290957,48707.0,0,E0_2011_2012_147
9.0,1.0,4.0,28.0,31.0,17.0,14.0,14.0,7.0,5.0,0.0,2.0,15.0,19.0,11.0,8.0,3.0,1.0,0.0,2.0,2.71428571429,1.57142857143,173.0,12.0,2.0,0.0,38.0,48.0,13.0,35.0,14.0,7.0,5.0,2.0,0.0,17.0,24.0,9.0,15.0,7.0,2.0,1.0,0.0,3.42857142857,1.28571428571,202.0,12,50,9523.88334479,42449.0,1,E0_2011_2012_148
2.0,4.0,9.0,10.0,22.0,34.0,-12.0,15.0,7.0,2.0,0.0,5.0,6.0,10.0,15.0,-5.0,3.0,1.0,0.0,2.0,1.42857142857,2.14285714286,50.0,4.0,3.0,8.0,15.0,14.0,23.0,-9.0,15.0,7.0,2.0,2.0,3.0,8.0,7.0,12.0,-5.0,4.0,1.0,1.0,1.0,1.0,1.71428571429,50.0,12,50,8302.44601443,31154.0,0,E0_2011_2012_149
5.0,1.0,8.0,16.0,15.0,18.0,-3.0,14.0,7.0,2.0,1.0,4.0,7.0,7.0,9.0,-2.0,3.0,1.0,0.0,2.0,1.0,1.28571428571,63.0,5.0,4.0,6.0,19.0,24.0,28.0,-4.0,15.0,7.0,1.0,2.0,4.0,5.0,8.0,16.0,-8.0,1.0,0.0,1.0,2.0,1.14285714286,2.28571428571,37.0,12,50,12095.8946305,40157.0,0,E0_2011_2012_150
3.0,6.0,6.0,15.0,16.0,18.0,-2.0,15.0,7.0,2.0,3.0,2.0,9.0,12.0,9.0,3.0,3.0,1.0,0.0,2.0,1.71428571429,1.28571428571,62.0,3.0,0.0,12.0,9.0,20.0,36.0,-16.0,15.0,7.0,2.0,0.0,5.0,6.0,10.0,15.0,-5.0,0.0,0.0,0.0,3.0,1.42857142857,2.14285714286,55.0,12,50,9535.09328084,25700.0,0,E0_2011_2012_151
7.0,5.0,3.0,26.0,21.0,19.0,2.0,15.0,7.0,4.0,2.0,1.0,14.0,10.0,8.0,2.0,6.0,2.0,0.0,1.0,1.42857142857,1.14285714286,64.0,4.0,5.0,6.0,17.0,16.0,20.0,-4.0,15.0,7.0,0.0,2.0,5.0,2.0,6.0,18.0,-12.0,2.0,0.0,2.0,1.0,0.857142857143,2.57142857143,35.0,12,50,18768.588534,52409.0,0,E0_2011_2012_152
3.0,3.0,9.0,12.0,14.0,29.0,-15.0,15.0,7.0,1.0,2.0,4.0,5.0,8.0,15.0,-7.0,1.0,0.0,1.0,2.0,1.14285714286,2.14285714286,38.0,10.0,1.0,4.0,31.0,33.0,18.0,15.0,15.0,7.0,4.0,1.0,2.0,13.0,12.0,6.0,6.0,6.0,2.0,0.0,1.0,1.71428571429,0.857142857143,173.0,12,50,9137.95661117,25133.0,0,E0_2011_2012_153
4.0,2.0,9.0,14.0,16.0,28.0,-12.0,15.0,7.0,3.0,1.0,3.0,10.0,10.0,11.0,-1.0,7.0,2.0,1.0,0.0,1.42857142857,1.57142857143,38.0,6.0,3.0,6.0,21.0,16.0,24.0,-8.0,15.0,7.0,2.0,1.0,4.0,7.0,4.0,15.0,-11.0,3.0,1.0,0.0,2.0,0.571428571429,2.14285714286,53.0,12,50,2546.52273106,27828.0,0,E0_2011_2012_154
4.0,4.0,7.0,16.0,15.0,26.0,-11.0,15.0,7.0,1.0,4.0,2.0,7.0,6.0,10.0,-4.0,4.0,1.0,1.0,1.0,0.857142857143,1.42857142857,58.0,11.0,3.0,1.0,36.0,35.0,14.0,21.0,15.0,7.0,5.0,2.0,0.0,17.0,12.0,3.0,9.0,9.0,3.0,0.0,0.0,1.71428571429,0.428571428571,162.0,12,50,9385.16854526,18439.0,0,E0_2011_2012_157
4.0,7.0,4.0,19.0,18.0,19.0,-1.0,15.0,7.0,3.0,2.0,2.0,11.0,10.0,7.0,3.0,3.0,1.0,0.0,2.0,1.42857142857,1.0,70.0,7.0,5.0,3.0,26.0,18.0,13.0,5.0,15.0,7.0,4.0,0.0,3.0,12.0,8.0,7.0,1.0,6.0,2.0,0.0,1.0,1.14285714286,1.0,119.0,12,50,8217.78456225,42785.0,0,E0_2011_2012_155
12.0,2.0,1.0,38.0,49.0,15.0,34.0,15.0,7.0,7.0,0.0,0.0,21.0,24.0,4.0,20.0,9.0,3.0,0.0,0.0,3.42857142857,0.571428571429,202.0,9.0,2.0,4.0,29.0,31.0,23.0,8.0,15.0,7.0,3.0,1.0,3.0,10.0,17.0,18.0,-1.0,9.0,3.0,0.0,0.0,2.42857142857,2.57142857143,143.0,12,50,9593.89698579,47405.0,0,E0_2011_2012_156
10.0,1.0,3.0,31.0,30.0,18.0,12.0,14.0,6.0,5.0,0.0,1.0,15.0,15.0,7.0,8.0,9.0,3.0,0.0,0.0,2.5,1.16666666667,90.0,3.0,5.0,7.0,14.0,18.0,18.0,0.0,15.0,7.0,1.0,2.0,4.0,5.0,6.0,8.0,-2.0,3.0,1.0,0.0,2.0,0.857142857143,1.14285714286,64.0,12,50,18576.9787329,36230.0,0,E0_2011_2012_158
4.0,2.0,10.0,14.0,17.0,30.0,-13.0,16.0,8.0,3.0,1.0,4.0,10.0,11.0,13.0,-2.0,6.0,2.0,0.0,1.0,1.375,1.625,38.0,5.0,5.0,6.0,20.0,25.0,29.0,-4.0,16.0,8.0,1.0,3.0,4.0,6.0,9.0,17.0,-8.0,1.0,0.0,1.0,2.0,1.125,2.125,37.0,12,51,9674.87002498,27828.0,0,E0_2011_2012_160
2.0,4.0,10.0,10.0,23.0,36.0,-13.0,16.0,8.0,2.0,0.0,6.0,6.0,11.0,17.0,-6.0,3.0,1.0,0.0,2.0,1.375,2.125,50.0,3.0,0.0,13.0,9.0,20.0,38.0,-18.0,16.0,8.0,2.0,0.0,6.0,6.0,10.0,17.0,-7.0,0.0,0.0,0.0,3.0,1.25,2.125,55.0,12,51,985.728489384,31154.0,0,E0_2011_2012_159
3.0,4.0,9.0,13.0,15.0,30.0,-15.0,16.0,8.0,1.0,3.0,4.0,6.0,9.0,16.0,-7.0,2.0,0.0,2.0,1.0,1.125,2.0,38.0,8.0,5.0,3.0,29.0,20.0,13.0,7.0,16.0,8.0,5.0,0.0,3.0,15.0,10.0,7.0,3.0,6.0,2.0,0.0,1.0,1.25,0.875,119.0,12,51,2085.38512959,25133.0,0,E0_2011_2012_167
4.0,4.0,8.0,16.0,15.0,28.0,-13.0,16.0,8.0,1.0,4.0,3.0,7.0,6.0,12.0,-6.0,1.0,0.0,1.0,2.0,0.75,1.5,58.0,3.0,5.0,8.0,14.0,18.0,19.0,-1.0,16.0,8.0,1.0,2.0,5.0,5.0,6.0,9.0,-3.0,0.0,0.0,0.0,3.0,0.75,1.125,64.0,12,51,18059.9639723,18439.0,0,E0_2011_2012_166
7.0,6.0,3.0,27.0,21.0,19.0,2.0,16.0,8.0,4.0,3.0,1.0,15.0,10.0,8.0,2.0,4.0,1.0,1.0,1.0,1.25,1.0,64.0,5.0,3.0,8.0,18.0,16.0,24.0,-8.0,16.0,8.0,3.0,2.0,3.0,11.0,9.0,13.0,-4.0,4.0,1.0,1.0,1.0,1.125,1.625,50.0,12,51,15714.2173426,52409.0,0,E0_2011_2012_165
5.0,2.0,8.0,17.0,16.0,19.0,-3.0,15.0,8.0,2.0,2.0,4.0,8.0,8.0,10.0,-2.0,4.0,1.0,1.0,1.0,1.0,1.25,63.0,4.0,6.0,6.0,18.0,16.0,20.0,-4.0,16.0,8.0,0.0,3.0,5.0,3.0,6.0,18.0,-12.0,2.0,0.0,2.0,1.0,0.75,2.25,35.0,12,51,10904.90833,40157.0,0,E0_2011_2012_162
4.0,6.0,6.0,18.0,18.0,18.0,0.0,16.0,8.0,3.0,3.0,2.0,12.0,14.0,9.0,5.0,6.0,2.0,0.0,1.0,1.75,1.125,62.0,12.0,3.0,1.0,39.0,37.0,14.0,23.0,16.0,8.0,6.0,2.0,0.0,20.0,14.0,3.0,11.0,9.0,3.0,0.0,0.0,1.75,0.375,162.0,12,51,9263.47301965,25700.0,0,E0_2011_2012_163
4.0,7.0,5.0,19.0,18.0,21.0,-3.0,16.0,8.0,3.0,2.0,3.0,11.0,10.0,9.0,1.0,3.0,1.0,0.0,2.0,1.25,1.125,70.0,9.0,2.0,5.0,29.0,31.0,24.0,7.0,16.0,8.0,3.0,1.0,4.0,10.0,17.0,19.0,-2.0,6.0,2.0,0.0,1.0,2.125,2.375,143.0,12,51,4240.36194608,42785.0,0,E0_2011_2012_161
13.0,2.0,1.0,41.0,50.0,15.0,35.0,16.0,8.0,8.0,0.0,0.0,24.0,25.0,4.0,21.0,9.0,3.0,0.0,0.0,3.125,0.5,202.0,7.0,3.0,6.0,24.0,18.0,25.0,-7.0,16.0,8.0,3.0,1.0,4.0,10.0,6.0,16.0,-10.0,6.0,2.0,0.0,1.0,0.75,2.0,53.0,12,51,3155.1913531,47405.0,0,E0_2011_2012_164
