h_nb_victories,h_nb_draws,h_nb_defeats,h_nb_points,h_nb_goals_scored,h_nb_goals_conceded,h_nb_goals_diff,h_nb_games,h_nb_games_home,h_nb_victories_home,h_nb_draws_home,h_nb_defeats_home,h_nb_points_home,h_nb_goals_scored_home,h_nb_goals_conceded_home,h_diff_goals_home,h_last_n_games_points_home,h_last_n_games_victories_home,h_last_n_games_draws_home,h_last_n_games_defeats_home,h_mean_nb_goals_scored_home,h_mean_nb_goals_conceded_home,h_season_wages,a_nb_victories,a_nb_draws,a_nb_defeats,a_nb_points,a_nb_goals_scored,a_nb_goals_conceded,a_nb_goals_diff,a_nb_games,a_nb_games_away,a_nb_victories_away,a_nb_draws_away,a_nb_defeats_away,a_nb_points_away,a_nb_goals_scored_away,a_nb_goals_conceded_away,a_diff_goals_away,a_last_n_games_points_away,a_last_n_games_victories_away,a_last_n_games_draws_away,a_last_n_games_defeats_away,a_mean_nb_goals_scored_away,a_mean_nb_goals_conceded_away,a_season_wages,Month,Week,distance_km,capacity_home_stadium,home_win_odd_above,id
4.0,1.0,6.0,13.0,12.0,21.0,-9.0,11.0,5.0,2.0,1.0,2.0,7.0,5.0,8.0,-3.0,7.0,2.0,1.0,0.0,1.0,1.6,39.1,4.0,2.0,4.0,14.0,13.0,13.0,0.0,10.0,5.0,1.0,2.0,2.0,5.0,6.0,8.0,-2.0,2.0,0.0,2.0,1.0,1.2,1.6,48.5,11,45,9148.89299849,25133.0,0,E0_2009_2010_115
6.0,0.0,5.0,18.0,25.0,16.0,9.0,11.0,5.0,4.0,0.0,1.0,12.0,17.0,4.0,13.0,9.0,3.0,0.0,0.0,3.4,0.8,120.3,3.0,2.0,6.0,11.0,8.0,12.0,-4.0,11.0,5.0,1.0,0.0,4.0,3.0,4.0,8.0,-4.0,3.0,1.0,0.0,2.0,0.8,1.6,38.1,11,46,8361.79973855,45276.0,0,E0_2009_2010_116
3.0,2.0,7.0,11.0,10.0,25.0,-15.0,12.0,6.0,3.0,1.0,2.0,10.0,6.0,8.0,-2.0,7.0,2.0,1.0,0.0,1.0,1.33333333333,38.3,2.0,4.0,6.0,10.0,16.0,20.0,-4.0,12.0,6.0,1.0,2.0,3.0,5.0,6.0,8.0,-2.0,1.0,0.0,1.0,2.0,1.0,1.33333333333,54.0,11,47,13924.3617151,25404.0,0,E0_2009_2010_120
5.0,2.0,5.0,17.0,20.0,19.0,1.0,12.0,6.0,4.0,1.0,1.0,13.0,15.0,9.0,6.0,7.0,2.0,1.0,0.0,2.5,1.5,54.0,8.0,1.0,2.0,25.0,36.0,14.0,22.0,11.0,6.0,3.0,1.0,2.0,10.0,16.0,10.0,6.0,7.0,2.0,1.0,0.0,2.66666666667,1.66666666667,110.8,11,47,18296.133935,48707.0,1,E0_2009_2010_123
8.0,1.0,3.0,25.0,23.0,12.0,11.0,12.0,6.0,5.0,1.0,0.0,16.0,13.0,7.0,6.0,7.0,2.0,1.0,0.0,2.16666666667,1.16666666667,131.6,4.0,3.0,4.0,15.0,15.0,17.0,-2.0,11.0,5.0,2.0,0.0,3.0,6.0,6.0,7.0,-1.0,6.0,2.0,0.0,1.0,1.2,1.4,54.5,11,47,4298.76991565,75811.0,0,E0_2009_2010_122
6.0,1.0,5.0,19.0,27.0,18.0,9.0,12.0,6.0,4.0,1.0,1.0,13.0,19.0,6.0,13.0,7.0,2.0,1.0,0.0,3.16666666667,1.0,120.3,5.0,5.0,1.0,20.0,21.0,14.0,7.0,11.0,6.0,2.0,3.0,1.0,9.0,8.0,6.0,2.0,3.0,0.0,3.0,0.0,1.33333333333,1.0,132.5,11,47,4849.897847,45276.0,0,E0_2009_2010_121
10.0,0.0,2.0,30.0,29.0,8.0,21.0,12.0,6.0,6.0,0.0,0.0,18.0,16.0,1.0,15.0,9.0,3.0,0.0,0.0,2.66666666667,0.166666666667,174.7,2.0,4.0,6.0,10.0,12.0,22.0,-10.0,12.0,6.0,1.0,2.0,3.0,5.0,7.0,12.0,-5.0,2.0,0.0,2.0,1.0,1.16666666667,2.0,29.9,11,47,4416.46814106,42449.0,0,E0_2009_2010_119
5.0,1.0,6.0,16.0,15.0,25.0,-10.0,12.0,6.0,5.0,0.0,1.0,15.0,10.0,5.0,5.0,6.0,2.0,0.0,1.0,1.66666666667,0.833333333333,22.4,6.0,3.0,3.0,21.0,20.0,12.0,8.0,12.0,6.0,2.0,2.0,2.0,8.0,8.0,7.0,1.0,2.0,0.0,2.0,1.0,1.33333333333,1.16666666667,80.1,11,47,8381.06360687,22546.0,0,E0_2009_2010_118
3.0,3.0,6.0,12.0,10.0,14.0,-4.0,12.0,6.0,2.0,2.0,2.0,8.0,4.0,4.0,0.0,4.0,1.0,1.0,1.0,0.666666666667,0.666666666667,38.1,4.0,3.0,4.0,15.0,14.0,14.0,0.0,11.0,6.0,1.0,3.0,2.0,6.0,7.0,9.0,-2.0,3.0,0.0,3.0,0.0,1.16666666667,1.5,48.5,11,47,4442.3289522,30079.0,1,E0_2009_2010_117
3.0,2.0,6.0,11.0,15.0,24.0,-9.0,11.0,6.0,1.0,2.0,3.0,5.0,8.0,13.0,-5.0,4.0,1.0,1.0,1.0,1.33333333333,2.16666666667,45.9,4.0,1.0,6.0,13.0,14.0,25.0,-11.0,11.0,5.0,0.0,0.0,5.0,0.0,3.0,18.0,-15.0,0.0,0.0,0.0,3.0,0.6,3.6,47.0,11,47,985.728489384,28100.0,0,E0_2009_2010_124
4.0,4.0,4.0,16.0,12.0,15.0,-3.0,12.0,6.0,3.0,1.0,2.0,10.0,8.0,7.0,1.0,4.0,1.0,1.0,1.0,1.33333333333,1.16666666667,44.8,2.0,1.0,9.0,7.0,10.0,18.0,-8.0,12.0,6.0,1.0,1.0,4.0,4.0,3.0,10.0,-7.0,4.0,1.0,1.0,1.0,0.5,1.66666666667,0.0,11,47,10923.4860882,27740.0,1,E0_2009_2010_125
7.0,1.0,4.0,22.0,23.0,17.0,6.0,12.0,6.0,4.0,0.0,2.0,12.0,12.0,6.0,6.0,6.0,2.0,0.0,1.0,2.0,1.0,66.6,4.0,2.0,6.0,14.0,13.0,22.0,-9.0,12.0,6.0,2.0,0.0,4.0,6.0,7.0,13.0,-6.0,3.0,1.0,0.0,2.0,1.16666666667,2.16666666667,39.1,11,47,9637.93978574,36230.0,0,E0_2009_2010_126
4.0,3.0,5.0,15.0,14.0,15.0,-1.0,12.0,5.0,3.0,0.0,2.0,9.0,7.0,5.0,2.0,6.0,2.0,0.0,1.0,1.4,1.0,48.5,5.0,1.0,6.0,16.0,16.0,25.0,-9.0,12.0,6.0,1.0,0.0,5.0,3.0,5.0,18.0,-13.0,3.0,1.0,0.0,2.0,0.833333333333,3.0,47.0,11,48,10520.5034988,25700.0,1,E0_2009_2010_127
3.0,3.0,7.0,12.0,13.0,28.0,-15.0,13.0,7.0,3.0,2.0,2.0,11.0,9.0,11.0,-2.0,5.0,1.0,2.0,0.0,1.28571428571,1.57142857143,38.3,4.0,3.0,5.0,15.0,15.0,20.0,-5.0,12.0,6.0,2.0,0.0,4.0,6.0,6.0,10.0,-4.0,3.0,1.0,0.0,2.0,1.0,1.66666666667,54.5,11,48,15877.7677097,25404.0,1,E0_2009_2010_128
2.0,5.0,6.0,11.0,19.0,23.0,-4.0,13.0,6.0,1.0,2.0,3.0,5.0,10.0,12.0,-2.0,4.0,1.0,1.0,1.0,1.66666666667,2.0,54.0,5.0,2.0,6.0,17.0,16.0,26.0,-10.0,13.0,6.0,0.0,1.0,5.0,1.0,5.0,20.0,-15.0,1.0,0.0,1.0,2.0,0.833333333333,3.33333333333,22.4,11,48,11140.0978278,35303.0,0,E0_2009_2010_134
4.0,2.0,7.0,14.0,14.0,31.0,-17.0,13.0,6.0,2.0,2.0,2.0,8.0,6.0,9.0,-3.0,5.0,1.0,2.0,0.0,1.0,1.5,39.1,6.0,2.0,5.0,20.0,21.0,19.0,2.0,13.0,6.0,1.0,1.0,4.0,4.0,5.0,10.0,-5.0,1.0,0.0,1.0,2.0,0.833333333333,1.66666666667,54.0,11,48,8991.38457193,25133.0,1,E0_2009_2010_135
2.0,1.0,10.0,7.0,10.0,19.0,-9.0,13.0,6.0,1.0,0.0,5.0,3.0,7.0,8.0,-1.0,3.0,1.0,0.0,2.0,1.16666666667,1.33333333333,0.0,9.0,1.0,3.0,28.0,26.0,12.0,14.0,13.0,6.0,3.0,0.0,3.0,9.0,10.0,5.0,5.0,3.0,1.0,0.0,2.0,1.66666666667,0.833333333333,131.6,11,48,12070.227675,20224.0,0,E0_2009_2010_133
5.0,6.0,1.0,21.0,23.0,16.0,7.0,12.0,5.0,3.0,2.0,0.0,11.0,13.0,8.0,5.0,5.0,1.0,2.0,0.0,2.6,1.6,132.5,4.0,3.0,7.0,15.0,16.0,30.0,-14.0,14.0,6.0,0.0,1.0,5.0,1.0,4.0,17.0,-13.0,0.0,0.0,0.0,3.0,0.666666666667,2.83333333333,38.3,11,48,11408.2238748,47405.0,0,E0_2009_2010_132
5.0,3.0,5.0,18.0,17.0,15.0,2.0,13.0,6.0,4.0,0.0,2.0,12.0,10.0,5.0,5.0,9.0,3.0,0.0,0.0,1.66666666667,0.833333333333,48.5,3.0,2.0,7.0,11.0,15.0,26.0,-11.0,12.0,5.0,2.0,0.0,3.0,6.0,7.0,11.0,-4.0,3.0,1.0,0.0,2.0,1.4,2.2,45.9,11,48,9535.09328084,25700.0,0,E0_2009_2010_131
5.0,1.0,7.0,16.0,16.0,28.0,-12.0,13.0,6.0,4.0,1.0,1.0,13.0,11.0,7.0,4.0,9.0,3.0,0.0,0.0,1.83333333333,1.16666666667,47.0,5.0,4.0,4.0,19.0,13.0,15.0,-2.0,13.0,6.0,1.0,3.0,2.0,6.0,4.0,8.0,-4.0,4.0,1.0,1.0,1.0,0.666666666667,1.33333333333,44.8,11,48,5103.03291837,31154.0,0,E0_2009_2010_130
6.0,4.0,3.0,22.0,21.0,13.0,8.0,13.0,6.0,4.0,1.0,1.0,13.0,12.0,5.0,7.0,7.0,2.0,1.0,0.0,2.0,0.833333333333,80.1,8.0,1.0,4.0,25.0,32.0,18.0,14.0,13.0,6.0,3.0,1.0,2.0,10.0,11.0,11.0,0.0,4.0,1.0,1.0,1.0,1.83333333333,1.83333333333,66.6,11,48,4139.59249739,42785.0,0,E0_2009_2010_129
8.0,1.0,3.0,25.0,36.0,15.0,21.0,12.0,5.0,5.0,0.0,0.0,15.0,20.0,4.0,16.0,9.0,3.0,0.0,0.0,4.0,0.8,110.8,11.0,0.0,2.0,33.0,33.0,8.0,25.0,13.0,6.0,4.0,0.0,2.0,12.0,13.0,7.0,6.0,3.0,1.0,0.0,2.0,2.16666666667,1.16666666667,174.7,11,48,494.891742164,60361.0,0,E0_2009_2010_136
4.0,3.0,6.0,15.0,17.0,23.0,-6.0,13.0,6.0,2.0,3.0,1.0,9.0,9.0,10.0,-1.0,3.0,0.0,3.0,0.0,1.5,1.66666666667,54.5,6.0,2.0,5.0,20.0,29.0,20.0,9.0,13.0,6.0,2.0,0.0,4.0,6.0,8.0,12.0,-4.0,0.0,0.0,0.0,3.0,1.33333333333,2.0,120.3,11,48,62.4311175977,40157.0,0,E0_2009_2010_137
2.0,4.0,7.0,10.0,12.0,26.0,-14.0,13.0,6.0,1.0,2.0,3.0,5.0,5.0,10.0,-5.0,1.0,0.0,1.0,2.0,0.833333333333,1.66666666667,29.9,4.0,3.0,6.0,15.0,11.0,14.0,-3.0,13.0,6.0,1.0,1.0,4.0,4.0,6.0,10.0,-4.0,1.0,0.0,1.0,2.0,1.0,1.66666666667,38.1,11,48,1292.44750689,27828.0,0,E0_2009_2010_138
2.0,4.0,8.0,10.0,12.0,27.0,-15.0,14.0,7.0,1.0,2.0,4.0,5.0,5.0,11.0,-6.0,1.0,0.0,1.0,2.0,0.714285714286,1.57142857143,29.9,3.0,3.0,7.0,12.0,16.0,27.0,-11.0,13.0,6.0,2.0,1.0,3.0,7.0,8.0,12.0,-4.0,1.0,0.0,1.0,2.0,1.33333333333,2.0,45.9,12,49,6716.95241837,27828.0,1,E0_2009_2010_146
5.0,2.0,7.0,17.0,15.0,31.0,-16.0,14.0,7.0,3.0,2.0,2.0,11.0,7.0,9.0,-2.0,5.0,1.0,2.0,0.0,1.0,1.28571428571,39.1,5.0,3.0,6.0,18.0,12.0,14.0,-2.0,14.0,7.0,2.0,1.0,4.0,7.0,7.0,10.0,-3.0,4.0,1.0,1.0,1.0,1.0,1.42857142857,38.1,12,49,8032.09001735,25133.0,0,E0_2009_2010_145
3.0,5.0,6.0,14.0,24.0,26.0,-2.0,14.0,7.0,2.0,2.0,3.0,8.0,15.0,15.0,0.0,6.0,2.0,0.0,1.0,2.14285714286,2.14285714286,54.0,10.0,1.0,3.0,31.0,30.0,13.0,17.0,14.0,7.0,4.0,0.0,3.0,12.0,14.0,6.0,8.0,3.0,1.0,0.0,2.0,2.0,0.857142857143,131.6,12,49,9030.57865646,35303.0,0,E0_2009_2010_144
2.0,1.0,11.0,7.0,11.0,23.0,-12.0,14.0,7.0,1.0,0.0,6.0,3.0,8.0,12.0,-4.0,3.0,1.0,0.0,2.0,1.14285714286,1.71428571429,0.0,5.0,2.0,7.0,17.0,19.0,31.0,-12.0,14.0,7.0,0.0,1.0,6.0,1.0,8.0,25.0,-17.0,1.0,0.0,1.0,2.0,1.14285714286,3.57142857143,22.4,12,49,13370.1182578,20224.0,0,E0_2009_2010_143
5.0,7.0,1.0,22.0,24.0,17.0,7.0,13.0,6.0,3.0,3.0,0.0,12.0,14.0,9.0,5.0,3.0,0.0,3.0,0.0,2.33333333333,1.5,132.5,12.0,0.0,2.0,36.0,36.0,8.0,28.0,14.0,7.0,5.0,0.0,2.0,15.0,16.0,7.0,9.0,6.0,2.0,0.0,1.0,2.28571428571,1.0,174.7,12,49,9523.88334479,47405.0,1,E0_2009_2010_142
5.0,2.0,7.0,17.0,16.0,28.0,-12.0,14.0,7.0,4.0,2.0,1.0,14.0,11.0,7.0,4.0,7.0,2.0,1.0,0.0,1.57142857143,1.0,47.0,7.0,2.0,5.0,23.0,31.0,20.0,11.0,14.0,7.0,3.0,0.0,4.0,9.0,10.0,12.0,-2.0,3.0,1.0,0.0,2.0,1.42857142857,1.71428571429,120.3,12,49,3505.24708441,31154.0,0,E0_2009_2010_141
6.0,5.0,3.0,23.0,22.0,14.0,8.0,14.0,7.0,4.0,2.0,1.0,14.0,13.0,6.0,7.0,7.0,2.0,1.0,0.0,1.85714285714,0.857142857143,80.1,4.0,4.0,7.0,16.0,17.0,31.0,-14.0,15.0,7.0,0.0,2.0,5.0,2.0,5.0,18.0,-13.0,1.0,0.0,1.0,2.0,0.714285714286,2.57142857143,38.3,12,49,11475.9443628,42785.0,0,E0_2009_2010_140
8.0,1.0,4.0,25.0,36.0,18.0,18.0,13.0,6.0,5.0,0.0,1.0,15.0,20.0,7.0,13.0,6.0,2.0,0.0,1.0,3.33333333333,1.16666666667,110.8,5.0,5.0,4.0,20.0,13.0,15.0,-2.0,14.0,7.0,1.0,4.0,2.0,7.0,4.0,8.0,-4.0,4.0,1.0,1.0,1.0,0.571428571429,1.14285714286,44.8,12,49,6587.82405554,60361.0,0,E0_2009_2010_139
4.0,3.0,7.0,15.0,17.0,25.0,-8.0,14.0,7.0,2.0,3.0,2.0,9.0,9.0,12.0,-3.0,2.0,0.0,2.0,1.0,1.28571428571,1.71428571429,54.5,8.0,2.0,4.0,26.0,33.0,19.0,14.0,14.0,7.0,3.0,2.0,2.0,11.0,12.0,12.0,0.0,4.0,1.0,1.0,1.0,1.71428571429,1.71428571429,66.6,12,49,8769.47189374,40157.0,0,E0_2009_2010_147
5.0,4.0,5.0,19.0,18.0,16.0,2.0,14.0,7.0,4.0,1.0,2.0,13.0,11.0,6.0,5.0,7.0,2.0,1.0,0.0,1.57142857143,0.857142857143,48.5,6.0,2.0,6.0,20.0,21.0,20.0,1.0,14.0,7.0,1.0,1.0,5.0,4.0,5.0,11.0,-6.0,0.0,0.0,0.0,3.0,0.714285714286,1.57142857143,54.0,12,49,17841.8145443,25700.0,1,E0_2009_2010_148
8.0,3.0,4.0,27.0,35.0,21.0,14.0,15.0,7.0,5.0,0.0,2.0,15.0,21.0,7.0,14.0,6.0,2.0,0.0,1.0,3.0,1.0,66.6,3.0,4.0,8.0,13.0,14.0,28.0,-14.0,15.0,7.0,1.0,2.0,4.0,5.0,7.0,16.0,-9.0,2.0,0.0,2.0,1.0,1.0,2.28571428571,29.9,12,50,4265.21946893,36230.0,0,E0_2009_2010_157
6.0,2.0,7.0,20.0,21.0,21.0,0.0,15.0,7.0,5.0,1.0,1.0,16.0,16.0,9.0,7.0,7.0,2.0,1.0,0.0,2.28571428571,1.28571428571,54.0,3.0,1.0,11.0,10.0,13.0,23.0,-10.0,15.0,7.0,1.0,1.0,5.0,4.0,3.0,11.0,-8.0,1.0,0.0,1.0,2.0,0.428571428571,1.57142857143,0.0,12,50,13772.4243945,48707.0,0,E0_2009_2010_156
5.0,5.0,5.0,20.0,13.0,17.0,-4.0,15.0,7.0,4.0,1.0,2.0,13.0,9.0,7.0,2.0,7.0,2.0,1.0,0.0,1.28571428571,1.0,44.8,5.0,2.0,8.0,17.0,17.0,34.0,-17.0,15.0,7.0,2.0,0.0,5.0,6.0,8.0,22.0,-14.0,3.0,1.0,0.0,2.0,1.14285714286,3.14285714286,39.1,12,50,4642.7103588,27740.0,0,E0_2009_2010_155
4.0,4.0,8.0,16.0,17.0,34.0,-17.0,16.0,8.0,4.0,2.0,2.0,14.0,12.0,13.0,-1.0,7.0,2.0,1.0,0.0,1.5,1.625,38.3,5.0,3.0,7.0,18.0,16.0,28.0,-12.0,15.0,7.0,1.0,0.0,6.0,3.0,5.0,21.0,-16.0,3.0,1.0,0.0,2.0,0.714285714286,3.0,47.0,12,50,12374.419038,25404.0,0,E0_2009_2010_153
11.0,1.0,3.0,34.0,34.0,13.0,21.0,15.0,7.0,6.0,1.0,0.0,19.0,16.0,7.0,9.0,9.0,3.0,0.0,0.0,2.28571428571,1.0,131.6,7.0,5.0,3.0,26.0,25.0,14.0,11.0,15.0,7.0,2.0,3.0,2.0,9.0,9.0,8.0,1.0,2.0,0.0,2.0,1.0,1.28571428571,1.14285714286,80.1,12,50,6465.47259185,75811.0,0,E0_2009_2010_154
5.0,2.0,8.0,17.0,19.0,33.0,-14.0,15.0,7.0,5.0,1.0,1.0,16.0,11.0,6.0,5.0,4.0,1.0,1.0,1.0,1.57142857143,0.857142857143,22.4,6.0,4.0,5.0,22.0,19.0,16.0,3.0,15.0,7.0,1.0,3.0,3.0,6.0,7.0,10.0,-3.0,2.0,0.0,2.0,1.0,1.0,1.42857142857,48.5,12,50,11353.8014087,22546.0,0,E0_2009_2010_151
3.0,3.0,8.0,12.0,17.0,29.0,-12.0,14.0,7.0,1.0,2.0,4.0,5.0,8.0,15.0,-7.0,3.0,1.0,0.0,2.0,1.14285714286,2.14285714286,45.9,6.0,7.0,1.0,25.0,26.0,18.0,8.0,14.0,7.0,2.0,4.0,1.0,10.0,10.0,8.0,2.0,3.0,0.0,3.0,0.0,1.42857142857,1.14285714286,132.5,12,50,2207.66117511,28100.0,0,E0_2009_2010_150
6.0,3.0,6.0,21.0,15.0,16.0,-1.0,15.0,7.0,3.0,2.0,2.0,11.0,5.0,4.0,1.0,7.0,2.0,1.0,0.0,0.714285714286,0.571428571429,38.1,3.0,5.0,7.0,14.0,24.0,30.0,-6.0,15.0,7.0,1.0,3.0,3.0,6.0,9.0,11.0,-2.0,2.0,0.0,2.0,1.0,1.28571428571,1.57142857143,54.0,12,50,3830.17205037,30079.0,1,E0_2009_2010_149
12.0,0.0,3.0,36.0,37.0,10.0,27.0,15.0,7.0,7.0,0.0,0.0,21.0,20.0,1.0,19.0,9.0,3.0,0.0,0.0,2.85714285714,0.142857142857,174.7,4.0,4.0,7.0,16.0,19.0,27.0,-8.0,15.0,7.0,2.0,0.0,5.0,6.0,8.0,13.0,-5.0,3.0,1.0,0.0,2.0,1.14285714286,1.85714285714,54.5,12,50,8105.07472631,42449.0,0,E0_2009_2010_152
7.0,3.0,5.0,24.0,31.0,20.0,11.0,15.0,7.0,4.0,2.0,1.0,14.0,21.0,8.0,13.0,5.0,1.0,2.0,0.0,3.0,1.14285714286,120.3,9.0,1.0,4.0,28.0,38.0,18.0,20.0,14.0,7.0,3.0,1.0,3.0,10.0,16.0,11.0,5.0,4.0,1.0,1.0,1.0,2.28571428571,1.57142857143,110.8,12,50,8442.68742344,45276.0,0,E0_2009_2010_158
7.0,3.0,6.0,24.0,16.0,16.0,0.0,16.0,8.0,4.0,2.0,2.0,14.0,6.0,4.0,2.0,7.0,2.0,1.0,0.0,0.75,0.5,38.1,5.0,4.0,7.0,19.0,16.0,28.0,-12.0,16.0,8.0,1.0,1.0,6.0,4.0,5.0,21.0,-16.0,4.0,1.0,1.0,1.0,0.625,2.625,47.0,12,51,8680.01158883,30079.0,1,E0_2009_2010_159
3.0,4.0,8.0,13.0,20.0,32.0,-12.0,15.0,8.0,1.0,3.0,4.0,6.0,11.0,18.0,-7.0,1.0,0.0,1.0,2.0,1.375,2.25,45.9,3.0,5.0,8.0,14.0,24.0,31.0,-7.0,16.0,8.0,1.0,3.0,4.0,6.0,9.0,12.0,-3.0,2.0,0.0,2.0,1.0,1.125,1.5,54.0,12,51,9469.46267156,28100.0,1,E0_2009_2010_160
11.0,1.0,4.0,34.0,34.0,14.0,20.0,16.0,8.0,6.0,1.0,1.0,19.0,16.0,8.0,8.0,6.0,2.0,0.0,1.0,2.0,1.0,131.6,4.0,4.0,8.0,16.0,15.0,28.0,-13.0,16.0,8.0,2.0,2.0,4.0,8.0,8.0,16.0,-8.0,4.0,1.0,1.0,1.0,1.0,2.0,29.9,12,51,5633.72467239,75811.0,0,E0_2009_2010_161
6.0,3.0,7.0,21.0,22.0,22.0,0.0,16.0,8.0,5.0,2.0,1.0,17.0,17.0,10.0,7.0,5.0,1.0,2.0,0.0,2.125,1.25,54.0,8.0,5.0,3.0,29.0,26.0,14.0,12.0,16.0,8.0,3.0,3.0,2.0,12.0,10.0,8.0,2.0,4.0,1.0,1.0,1.0,1.25,1.0,80.1,12,51,15369.2036831,48707.0,0,E0_2009_2010_162
