h_nb_victories,h_nb_draws,h_nb_defeats,h_nb_points,h_nb_goals_scored,h_nb_goals_conceded,h_nb_goals_diff,h_nb_games,h_nb_games_home,h_nb_victories_home,h_nb_draws_home,h_nb_defeats_home,h_nb_points_home,h_nb_goals_scored_home,h_nb_goals_conceded_home,h_diff_goals_home,h_last_n_games_points_home,h_last_n_games_victories_home,h_last_n_games_draws_home,h_last_n_games_defeats_home,h_mean_nb_goals_scored_home,h_mean_nb_goals_conceded_home,h_season_wages,a_nb_victories,a_nb_draws,a_nb_defeats,a_nb_points,a_nb_goals_scored,a_nb_goals_conceded,a_nb_goals_diff,a_nb_games,a_nb_games_away,a_nb_victories_away,a_nb_draws_away,a_nb_defeats_away,a_nb_points_away,a_nb_goals_scored_away,a_nb_goals_conceded_away,a_diff_goals_away,a_last_n_games_points_away,a_last_n_games_victories_away,a_last_n_games_draws_away,a_last_n_games_defeats_away,a_mean_nb_goals_scored_away,a_mean_nb_goals_conceded_away,a_season_wages,diff_nb_victories,diff_nb_draws,diff_nb_defeats,diff_nb_points,diff_nb_goals_diff,diff_season_wages,Month,Week,distance_km,capacity_home_stadium,home_win,id
10.0,5.0,5.0,35.0,29.0,18.0,11.0,20.0,10.0,6.0,2.0,2.0,20.0,17.0,7.0,10.0,6.0,2.0,0.0,1.0,1.7,0.7,80.1,4.0,6.0,10.0,18.0,28.0,37.0,-9.0,20.0,10.0,1.0,3.0,6.0,6.0,10.0,17.0,-7.0,0.0,0.0,0.0,3.0,1.0,1.7,54.0,6.0,-1.0,-5.0,17.0,20.0,26.1,1,2,3984.53286436,42785.0,0,E0_2009_2010_206
5.0,6.0,10.0,21.0,21.0,39.0,-18.0,21.0,10.0,4.0,4.0,2.0,16.0,13.0,11.0,2.0,2.0,0.0,2.0,1.0,1.3,1.1,47.0,7.0,6.0,7.0,27.0,26.0,22.0,4.0,20.0,10.0,1.0,4.0,5.0,7.0,11.0,16.0,-5.0,1.0,0.0,1.0,2.0,1.1,1.6,48.5,-2.0,0.0,3.0,-6.0,-22.0,-1.5,1,2,10520.5034988,31154.0,1,E0_2009_2010_207
4.0,6.0,8.0,18.0,26.0,36.0,-10.0,18.0,10.0,2.0,4.0,4.0,10.0,16.0,21.0,-5.0,5.0,1.0,2.0,0.0,1.6,2.1,45.9,13.0,3.0,4.0,42.0,53.0,23.0,30.0,20.0,10.0,5.0,2.0,3.0,17.0,23.0,14.0,9.0,7.0,2.0,1.0,0.0,2.3,1.4,110.8,-9.0,3.0,4.0,-24.0,-40.0,-64.9,1,2,9748.23254435,28100.0,0,E0_2009_2010_208
14.0,3.0,4.0,45.0,55.0,23.0,32.0,21.0,10.0,8.0,1.0,1.0,25.0,30.0,9.0,21.0,7.0,2.0,1.0,0.0,3.0,0.9,110.8,4.0,6.0,9.0,18.0,26.0,38.0,-12.0,19.0,8.0,2.0,2.0,4.0,8.0,10.0,15.0,-5.0,2.0,0.0,2.0,1.0,1.25,1.875,45.9,10.0,-3.0,-5.0,27.0,44.0,64.9,1,3,9748.23254435,60361.0,1,E0_2009_2010_209
10.0,4.0,7.0,34.0,38.0,26.0,12.0,21.0,10.0,6.0,2.0,2.0,20.0,26.0,11.0,15.0,6.0,2.0,0.0,1.0,2.6,1.1,120.3,11.0,5.0,5.0,38.0,42.0,22.0,20.0,21.0,10.0,4.0,4.0,2.0,16.0,16.0,14.0,2.0,5.0,1.0,2.0,0.0,1.6,1.4,66.6,-1.0,-1.0,2.0,-4.0,-8.0,53.7,1,3,8720.15409563,45276.0,1,E0_2009_2010_210
15.0,2.0,5.0,47.0,49.0,19.0,30.0,22.0,11.0,9.0,1.0,1.0,28.0,27.0,8.0,19.0,9.0,3.0,0.0,0.0,2.45454545455,0.727272727273,131.6,4.0,7.0,10.0,19.0,20.0,42.0,-22.0,21.0,11.0,0.0,4.0,7.0,4.0,7.0,26.0,-19.0,2.0,0.0,2.0,1.0,0.636363636364,2.36363636364,38.3,11.0,-5.0,-5.0,28.0,52.0,93.3,1,3,11993.8854747,75811.0,1,E0_2009_2010_211
5.0,4.0,12.0,19.0,17.0,38.0,-21.0,21.0,11.0,3.0,2.0,6.0,11.0,9.0,17.0,-8.0,3.0,1.0,0.0,2.0,0.818181818182,1.54545454545,29.9,11.0,4.0,7.0,37.0,40.0,26.0,14.0,22.0,11.0,4.0,2.0,5.0,14.0,12.0,15.0,-3.0,4.0,1.0,1.0,1.0,1.09090909091,1.36363636364,120.3,-6.0,0.0,5.0,-18.0,-35.0,-90.4,1,4,7074.53831777,27828.0,0,E0_2009_2010_215
11.0,5.0,6.0,38.0,42.0,24.0,18.0,22.0,11.0,7.0,1.0,3.0,22.0,26.0,8.0,18.0,7.0,2.0,1.0,0.0,2.36363636364,0.727272727273,66.6,7.0,6.0,8.0,27.0,26.0,24.0,2.0,21.0,11.0,1.0,4.0,6.0,7.0,11.0,18.0,-7.0,0.0,0.0,0.0,3.0,1.0,1.63636363636,48.5,4.0,-1.0,-2.0,11.0,16.0,18.1,1,4,865.43970447,36230.0,1,E0_2009_2010_214
4.0,6.0,10.0,18.0,28.0,42.0,-14.0,20.0,11.0,2.0,4.0,5.0,10.0,16.0,23.0,-7.0,4.0,1.0,1.0,1.0,1.45454545455,2.09090909091,45.9,5.0,5.0,11.0,20.0,22.0,43.0,-21.0,21.0,11.0,0.0,1.0,10.0,1.0,8.0,34.0,-26.0,0.0,0.0,0.0,3.0,0.727272727273,3.09090909091,22.4,-1.0,1.0,-1.0,-2.0,7.0,23.5,1,4,2290.58541636,28100.0,1,E0_2009_2010_212
4.0,2.0,14.0,14.0,18.0,32.0,-14.0,20.0,10.0,3.0,0.0,7.0,9.0,13.0,16.0,-3.0,6.0,2.0,0.0,1.0,1.3,1.6,0.0,4.0,7.0,10.0,19.0,28.0,37.0,-9.0,21.0,11.0,1.0,4.0,6.0,7.0,10.0,17.0,-7.0,1.0,0.0,1.0,2.0,0.909090909091,1.54545454545,54.0,0.0,-5.0,4.0,-5.0,-5.0,-54.0,1,4,5911.82699119,20224.0,0,E0_2009_2010_213
10.0,6.0,5.0,36.0,29.0,18.0,11.0,21.0,11.0,6.0,3.0,2.0,21.0,17.0,7.0,10.0,4.0,1.0,1.0,1.0,1.54545454545,0.636363636364,80.1,15.0,3.0,4.0,48.0,59.0,25.0,34.0,22.0,11.0,6.0,2.0,3.0,20.0,25.0,14.0,11.0,7.0,2.0,1.0,0.0,2.27272727273,1.27272727273,110.8,-5.0,3.0,1.0,-12.0,-23.0,-30.7,1,4,4240.36194608,42785.0,0,E0_2009_2010_216
6.0,6.0,10.0,24.0,23.0,39.0,-16.0,22.0,11.0,5.0,4.0,2.0,19.0,15.0,11.0,4.0,4.0,1.0,1.0,1.0,1.36363636364,1.0,47.0,6.0,4.0,10.0,22.0,23.0,44.0,-21.0,20.0,11.0,3.0,1.0,7.0,10.0,13.0,31.0,-18.0,3.0,1.0,0.0,2.0,1.18181818182,2.81818181818,39.1,0.0,2.0,0.0,2.0,5.0,7.9,1,4,1538.63676987,31154.0,1,E0_2009_2010_217
15.0,3.0,3.0,48.0,52.0,18.0,34.0,21.0,11.0,10.0,1.0,0.0,31.0,34.0,8.0,26.0,9.0,3.0,0.0,0.0,3.09090909091,0.727272727273,174.7,9.0,6.0,6.0,33.0,21.0,19.0,2.0,21.0,10.0,4.0,2.0,4.0,14.0,12.0,13.0,-1.0,7.0,2.0,1.0,0.0,1.2,1.3,38.1,6.0,-3.0,-3.0,15.0,32.0,136.6,1,4,4363.38941842,42449.0,1,E0_2009_2010_218
6.0,8.0,7.0,26.0,30.0,34.0,-4.0,21.0,11.0,4.0,5.0,2.0,17.0,16.0,15.0,1.0,7.0,2.0,1.0,0.0,1.45454545455,1.36363636364,54.5,6.0,5.0,10.0,23.0,30.0,38.0,-8.0,21.0,11.0,1.0,2.0,8.0,5.0,12.0,25.0,-13.0,1.0,0.0,1.0,2.0,1.09090909091,2.27272727273,54.0,0.0,3.0,-3.0,3.0,4.0,0.5,1,4,9808.25274631,40157.0,1,E0_2009_2010_219
11.0,5.0,7.0,38.0,40.0,26.0,14.0,23.0,11.0,7.0,2.0,2.0,23.0,28.0,11.0,17.0,9.0,3.0,0.0,0.0,2.54545454545,1.0,120.3,5.0,6.0,10.0,21.0,29.0,42.0,-13.0,21.0,9.0,2.0,2.0,5.0,8.0,12.0,19.0,-7.0,1.0,0.0,1.0,2.0,1.33333333333,2.11111111111,45.9,6.0,-1.0,-3.0,17.0,27.0,74.4,1,4,2857.39218926,45276.0,1,E0_2009_2010_224
6.0,4.0,11.0,22.0,24.0,46.0,-22.0,21.0,9.0,3.0,3.0,3.0,12.0,10.0,13.0,-3.0,4.0,1.0,1.0,1.0,1.11111111111,1.44444444444,39.1,7.0,8.0,7.0,29.0,32.0,34.0,-2.0,22.0,10.0,2.0,3.0,5.0,9.0,14.0,19.0,-5.0,3.0,0.0,3.0,0.0,1.4,1.9,54.5,-1.0,-4.0,4.0,-7.0,-20.0,-15.4,1,4,2100.34612846,25133.0,0,E0_2009_2010_226
4.0,8.0,10.0,20.0,29.0,38.0,-9.0,22.0,10.0,3.0,3.0,4.0,12.0,18.0,20.0,-2.0,4.0,1.0,1.0,1.0,1.8,2.0,54.0,7.0,6.0,10.0,27.0,25.0,40.0,-15.0,23.0,11.0,1.0,2.0,8.0,5.0,8.0,28.0,-20.0,1.0,0.0,1.0,2.0,0.727272727273,2.54545454545,47.0,-3.0,2.0,0.0,-7.0,6.0,7.0,1,4,10447.2443939,35303.0,0,E0_2009_2010_225
4.0,7.0,11.0,19.0,20.0,46.0,-26.0,22.0,10.0,4.0,3.0,3.0,15.0,13.0,16.0,-3.0,4.0,1.0,1.0,1.0,1.3,1.6,38.3,5.0,5.0,12.0,20.0,17.0,38.0,-21.0,22.0,10.0,2.0,2.0,6.0,8.0,8.0,21.0,-13.0,3.0,1.0,0.0,2.0,0.8,2.1,29.9,-1.0,2.0,-1.0,-1.0,-5.0,8.4,1,4,12390.973814,25404.0,0,E0_2009_2010_223
7.0,6.0,9.0,27.0,26.0,26.0,0.0,22.0,10.0,6.0,2.0,2.0,20.0,15.0,6.0,9.0,7.0,2.0,1.0,0.0,1.5,0.6,48.5,10.0,7.0,5.0,37.0,29.0,18.0,11.0,22.0,10.0,4.0,3.0,3.0,15.0,12.0,11.0,1.0,6.0,2.0,0.0,1.0,1.2,1.1,80.1,-3.0,-1.0,4.0,-10.0,-11.0,-31.6,1,4,4586.81371232,25700.0,0,E0_2009_2010_222
5.0,5.0,12.0,20.0,22.0,44.0,-22.0,22.0,10.0,5.0,4.0,1.0,19.0,14.0,9.0,5.0,3.0,0.0,3.0,0.0,1.4,0.9,22.4,16.0,3.0,3.0,51.0,55.0,18.0,37.0,22.0,10.0,5.0,2.0,3.0,17.0,18.0,10.0,8.0,2.0,0.0,2.0,1.0,1.8,1.0,174.7,-11.0,2.0,9.0,-31.0,-59.0,-152.3,1,4,11317.831407,22546.0,0,E0_2009_2010_221
9.0,6.0,7.0,33.0,21.0,22.0,-1.0,22.0,11.0,5.0,4.0,2.0,19.0,9.0,6.0,3.0,5.0,1.0,2.0,0.0,0.818181818182,0.545454545455,38.1,12.0,5.0,6.0,41.0,44.0,24.0,20.0,23.0,11.0,4.0,4.0,3.0,16.0,16.0,16.0,0.0,4.0,1.0,1.0,1.0,1.45454545455,1.45454545455,66.6,-3.0,1.0,1.0,-8.0,-21.0,-28.5,1,4,3966.42346745,30079.0,0,E0_2009_2010_220
15.0,4.0,4.0,49.0,59.0,25.0,34.0,23.0,11.0,9.0,1.0,1.0,28.0,34.0,11.0,23.0,7.0,2.0,1.0,0.0,3.09090909091,1.0,110.8,16.0,2.0,5.0,50.0,53.0,19.0,34.0,23.0,11.0,6.0,1.0,4.0,19.0,22.0,11.0,11.0,4.0,1.0,1.0,1.0,2.0,1.0,131.6,-1.0,2.0,-1.0,-1.0,0.0,-20.8,1,4,9334.36120511,60361.0,0,E0_2009_2010_227
10.0,8.0,3.0,38.0,42.0,30.0,12.0,21.0,10.0,7.0,3.0,0.0,24.0,26.0,14.0,12.0,9.0,3.0,0.0,0.0,2.6,1.4,132.5,4.0,3.0,14.0,15.0,19.0,33.0,-14.0,21.0,10.0,1.0,2.0,7.0,5.0,5.0,16.0,-11.0,1.0,0.0,1.0,2.0,0.5,1.6,0.0,6.0,5.0,-11.0,23.0,26.0,132.5,1,4,12631.2796165,47405.0,1,E0_2009_2010_228
6.0,5.0,11.0,23.0,30.0,40.0,-10.0,22.0,10.0,5.0,3.0,2.0,18.0,18.0,13.0,5.0,2.0,0.0,2.0,1.0,1.8,1.3,54.0,6.0,7.0,8.0,25.0,19.0,26.0,-7.0,21.0,10.0,1.0,4.0,5.0,7.0,4.0,13.0,-9.0,0.0,0.0,0.0,3.0,0.4,1.3,44.8,0.0,-2.0,3.0,-2.0,-3.0,9.2,2,5,12387.254649,48707.0,0,E0_2009_2010_229
4.0,8.0,11.0,20.0,22.0,48.0,-26.0,23.0,11.0,4.0,4.0,3.0,16.0,15.0,18.0,-3.0,2.0,0.0,2.0,1.0,1.36363636364,1.63636363636,38.3,17.0,3.0,3.0,54.0,57.0,19.0,38.0,23.0,11.0,6.0,2.0,3.0,20.0,20.0,11.0,9.0,5.0,1.0,2.0,0.0,1.81818181818,1.0,174.7,-13.0,5.0,8.0,-34.0,-64.0,-136.4,2,5,14384.6565939,25404.0,0,E0_2009_2010_230
7.0,6.0,10.0,27.0,26.0,28.0,-2.0,23.0,11.0,6.0,2.0,3.0,20.0,15.0,8.0,7.0,4.0,1.0,1.0,1.0,1.36363636364,0.727272727273,48.5,4.0,3.0,15.0,15.0,19.0,35.0,-16.0,22.0,11.0,1.0,2.0,8.0,5.0,5.0,18.0,-13.0,0.0,0.0,0.0,3.0,0.454545454545,1.63636363636,0.0,3.0,3.0,-5.0,12.0,14.0,48.5,2,5,5273.21616899,25700.0,1,E0_2009_2010_231
6.0,6.0,11.0,24.0,30.0,40.0,-10.0,23.0,11.0,5.0,4.0,2.0,19.0,18.0,13.0,5.0,2.0,0.0,2.0,1.0,1.63636363636,1.18181818182,54.0,6.0,4.0,12.0,22.0,24.0,47.0,-23.0,22.0,12.0,3.0,1.0,8.0,10.0,14.0,33.0,-19.0,3.0,1.0,0.0,2.0,1.16666666667,2.75,39.1,0.0,2.0,-1.0,2.0,13.0,14.9,2,5,8991.38457193,48707.0,0,E0_2009_2010_238
12.0,6.0,6.0,42.0,45.0,25.0,20.0,24.0,12.0,8.0,1.0,3.0,25.0,28.0,8.0,20.0,7.0,2.0,1.0,0.0,2.33333333333,0.666666666667,66.6,11.0,7.0,5.0,40.0,31.0,18.0,13.0,23.0,11.0,5.0,3.0,3.0,18.0,14.0,11.0,3.0,6.0,2.0,0.0,1.0,1.27272727273,1.0,80.1,1.0,-1.0,1.0,2.0,7.0,-13.5,2,5,4139.59249739,36230.0,0,E0_2009_2010_239
6.0,8.0,8.0,26.0,19.0,26.0,-7.0,22.0,11.0,5.0,3.0,3.0,18.0,15.0,13.0,2.0,4.0,1.0,1.0,1.0,1.36363636364,1.18181818182,44.8,7.0,7.0,10.0,28.0,25.0,40.0,-15.0,24.0,12.0,1.0,3.0,8.0,6.0,8.0,28.0,-20.0,2.0,0.0,2.0,1.0,0.666666666667,2.33333333333,47.0,-1.0,1.0,-2.0,-2.0,8.0,-2.2,2,5,5103.03291837,27740.0,1,E0_2009_2010_237
17.0,2.0,5.0,53.0,56.0,20.0,36.0,24.0,12.0,10.0,1.0,1.0,31.0,31.0,8.0,23.0,9.0,3.0,0.0,0.0,2.58333333333,0.666666666667,131.6,4.0,3.0,16.0,15.0,19.0,36.0,-17.0,23.0,12.0,1.0,2.0,9.0,5.0,5.0,19.0,-14.0,0.0,0.0,0.0,3.0,0.416666666667,1.58333333333,0.0,13.0,-1.0,-11.0,38.0,53.0,131.6,2,5,12070.227675,75811.0,1,E0_2009_2010_236
4.0,9.0,11.0,21.0,23.0,49.0,-26.0,24.0,12.0,4.0,5.0,3.0,17.0,16.0,19.0,-3.0,2.0,0.0,2.0,1.0,1.33333333333,1.58333333333,38.3,11.0,8.0,3.0,41.0,44.0,30.0,14.0,22.0,11.0,3.0,5.0,3.0,14.0,16.0,16.0,0.0,3.0,1.0,0.0,2.0,1.45454545455,1.45454545455,132.5,-7.0,1.0,8.0,-20.0,-40.0,-94.2,2,5,11408.2238748,25404.0,1,E0_2009_2010_234
5.0,5.0,13.0,20.0,23.0,46.0,-23.0,23.0,11.0,5.0,4.0,2.0,19.0,15.0,11.0,4.0,2.0,0.0,2.0,1.0,1.36363636364,1.0,22.4,4.0,9.0,10.0,21.0,29.0,38.0,-9.0,23.0,12.0,1.0,5.0,6.0,8.0,11.0,18.0,-7.0,2.0,0.0,2.0,1.0,0.916666666667,1.5,54.0,1.0,-4.0,3.0,-1.0,-14.0,-31.6,2,5,11140.0978278,22546.0,1,E0_2009_2010_233
5.0,6.0,11.0,21.0,29.0,44.0,-15.0,22.0,12.0,3.0,4.0,5.0,13.0,17.0,23.0,-6.0,4.0,1.0,1.0,1.0,1.41666666667,1.91666666667,45.9,8.0,6.0,10.0,30.0,27.0,28.0,-1.0,24.0,12.0,1.0,4.0,7.0,7.0,11.0,20.0,-9.0,0.0,0.0,0.0,3.0,0.916666666667,1.66666666667,48.5,-3.0,0.0,1.0,-9.0,-14.0,-2.6,2,5,9535.09328084,28100.0,0,E0_2009_2010_232
12.0,5.0,7.0,41.0,42.0,26.0,16.0,24.0,12.0,8.0,2.0,2.0,26.0,30.0,11.0,19.0,9.0,3.0,0.0,0.0,2.5,0.916666666667,120.3,8.0,8.0,7.0,32.0,33.0,34.0,-1.0,23.0,11.0,3.0,3.0,5.0,12.0,15.0,19.0,-4.0,5.0,1.0,2.0,0.0,1.36363636364,1.72727272727,54.5,4.0,-3.0,0.0,9.0,17.0,65.8,2,5,62.4311175977,45276.0,1,E0_2009_2010_235
9.0,7.0,7.0,34.0,22.0,23.0,-1.0,23.0,12.0,5.0,5.0,2.0,20.0,10.0,7.0,3.0,3.0,0.0,3.0,0.0,0.833333333333,0.583333333333,38.1,5.0,6.0,12.0,21.0,19.0,40.0,-21.0,23.0,11.0,2.0,3.0,6.0,9.0,10.0,23.0,-13.0,1.0,0.0,1.0,2.0,0.909090909091,2.09090909091,29.9,4.0,1.0,-5.0,13.0,20.0,8.2,2,5,1292.44750689,30079.0,1,E0_2009_2010_240
17.0,4.0,3.0,55.0,58.0,20.0,38.0,24.0,12.0,11.0,1.0,0.0,34.0,37.0,8.0,29.0,9.0,3.0,0.0,0.0,3.08333333333,0.666666666667,174.7,15.0,4.0,5.0,49.0,60.0,28.0,32.0,24.0,12.0,6.0,3.0,3.0,21.0,25.0,14.0,11.0,7.0,2.0,1.0,0.0,2.08333333333,1.16666666667,110.8,2.0,0.0,-2.0,6.0,6.0,63.9,2,5,494.891742164,42449.0,1,E0_2009_2010_241
6.0,5.0,12.0,23.0,25.0,48.0,-23.0,23.0,10.0,3.0,3.0,4.0,12.0,10.0,14.0,-4.0,1.0,0.0,1.0,2.0,1.0,1.4,39.1,7.0,8.0,8.0,29.0,22.0,26.0,-4.0,23.0,11.0,1.0,5.0,5.0,8.0,4.0,13.0,-9.0,1.0,0.0,1.0,2.0,0.363636363636,1.18181818182,44.8,-1.0,-3.0,4.0,-6.0,-19.0,-5.7,2,6,4642.7103588,25133.0,0,E0_2009_2010_245
8.0,7.0,10.0,31.0,27.0,28.0,-1.0,25.0,12.0,7.0,2.0,3.0,23.0,16.0,8.0,8.0,4.0,1.0,1.0,1.0,1.33333333333,0.666666666667,48.5,6.0,5.0,13.0,23.0,25.0,47.0,-22.0,24.0,12.0,0.0,1.0,11.0,1.0,8.0,35.0,-27.0,0.0,0.0,0.0,3.0,0.666666666667,2.91666666667,22.4,2.0,2.0,-3.0,8.0,21.0,26.1,2,6,11353.8014087,25700.0,1,E0_2009_2010_242
11.0,8.0,4.0,41.0,45.0,32.0,13.0,23.0,11.0,8.0,3.0,0.0,27.0,28.0,14.0,14.0,9.0,3.0,0.0,0.0,2.54545454545,1.27272727273,132.5,5.0,7.0,11.0,22.0,29.0,44.0,-15.0,23.0,10.0,2.0,2.0,6.0,8.0,12.0,21.0,-9.0,1.0,0.0,1.0,2.0,1.2,2.1,45.9,6.0,1.0,-7.0,19.0,28.0,86.6,2,6,2207.66117511,47405.0,1,E0_2009_2010_243
4.0,3.0,17.0,15.0,19.0,41.0,-22.0,24.0,11.0,3.0,1.0,7.0,10.0,14.0,17.0,-3.0,4.0,1.0,1.0,1.0,1.27272727273,1.54545454545,0.0,6.0,7.0,11.0,25.0,31.0,41.0,-10.0,24.0,12.0,1.0,2.0,9.0,5.0,12.0,27.0,-15.0,1.0,0.0,1.0,2.0,1.0,2.25,54.0,-2.0,-4.0,6.0,-10.0,-12.0,-54.0,2,6,13772.4243945,20224.0,0,E0_2009_2010_244
5.0,6.0,13.0,21.0,20.0,42.0,-22.0,24.0,12.0,3.0,3.0,6.0,12.0,9.0,17.0,-8.0,1.0,0.0,1.0,2.0,0.75,1.41666666667,29.9,12.0,7.0,6.0,43.0,45.0,25.0,20.0,25.0,12.0,4.0,5.0,3.0,17.0,17.0,17.0,0.0,2.0,0.0,2.0,1.0,1.41666666667,1.41666666667,66.6,-7.0,-1.0,7.0,-22.0,-42.0,-36.7,2,6,4265.21946893,27828.0,1,E0_2009_2010_251
