id,BbAvH
E0_2013_2014_343,2.37
E0_2013_2014_344,4.6
E0_2013_2014_345,8.22
E0_2013_2014_346,1.19
E0_2013_2014_347,2.28
E0_2013_2014_348,1.36
E0_2013_2014_349,2.76
E0_2013_2014_350,3.1
E0_2013_2014_351,1.66
E0_2013_2014_352,1.88
E0_2013_2014_353,7.49
E0_2013_2014_354,1.67
E0_2013_2014_355,1.89
E0_2013_2014_356,1.27
E0_2013_2014_363,4.1
E0_2013_2014_362,2.42
E0_2013_2014_361,2.28
E0_2013_2014_357,2.43
E0_2013_2014_359,1.35
E0_2013_2014_358,4.7
E0_2013_2014_360,2.02
E0_2013_2014_364,1.27
E0_2013_2014_365,1.2
E0_2013_2014_366,8.29
E0_2013_2014_367,1.37
E0_2013_2014_369,2.05
E0_2013_2014_368,1.13
E0_2013_2014_370,7.66
E0_2013_2014_371,2.53
E0_2013_2014_372,3.81
E0_2013_2014_373,1.2
E0_2013_2014_374,1.15
E0_2013_2014_375,4.31
E0_2013_2014_376,2.56
E0_2013_2014_377,2.29
E0_2013_2014_378,1.49
E0_2013_2014_379,2.04
E0_2014_2015_6,3.74
E0_2014_2015_5,2.23
E0_2014_2015_4,1.92
E0_2014_2015_1,3.06
E0_2014_2015_2,1.34
E0_2014_2015_0,1.25
E0_2014_2015_3,2.47
E0_2014_2015_7,1.34
E0_2014_2015_8,5.24
E0_2014_2015_9,8.72
E0_2014_2015_14,1.86
E0_2014_2015_15,1.64
E0_2014_2015_13,2.71
E0_2014_2015_11,1.2
E0_2014_2015_10,2.5
E0_2014_2015_12,2.44
E0_2014_2015_16,2.44
E0_2014_2015_17,4.8
E0_2014_2015_18,1.46
E0_2014_2015_19,1.83
E0_2014_2015_23,1.72
E0_2014_2015_20,5.97
E0_2014_2015_21,3.56
E0_2014_2015_22,1.19
E0_2014_2015_24,2.41
E0_2014_2015_25,1.85
E0_2014_2015_26,2.73
E0_2014_2015_27,2.25
E0_2014_2015_28,4.48
E0_2014_2015_29,2.63
E0_2014_2015_35,2.09
E0_2014_2015_37,3.45
E0_2014_2015_34,1.78
E0_2014_2015_36,3.59
E0_2014_2015_32,2.19
E0_2014_2015_31,1.3
E0_2014_2015_33,1.29
E0_2014_2015_30,2.93
E0_2014_2015_38,1.27
E0_2014_2015_39,2.13
E0_2014_2015_44,2.45
E0_2014_2015_43,2.74
E0_2014_2015_45,4.38
E0_2014_2015_41,2.5
E0_2014_2015_40,4.6
E0_2014_2015_42,2.14
E0_2014_2015_46,1.39
E0_2014_2015_47,5.39
E0_2014_2015_48,2.37
E0_2014_2015_49,1.5
E0_2014_2015_56,1.44
E0_2014_2015_50,1.77
E0_2014_2015_51,1.21
E0_2014_2015_52,2.6
E0_2014_2015_53,6.34
E0_2014_2015_54,1.91
E0_2014_2015_55,1.38
E0_2014_2015_57,2.79
E0_2014_2015_58,1.98
E0_2014_2015_59,2.1
E0_2014_2015_60,7.25
E0_2014_2015_61,2.07
E0_2014_2015_62,1.78
E0_2014_2015_63,1.43
E0_2014_2015_64,2.5
E0_2014_2015_65,1.87
E0_2014_2015_66,1.66
E0_2014_2015_67,1.65
E0_2014_2015_68,2.15
E0_2014_2015_69,1.9
E0_2014_2015_76,1.57
E0_2014_2015_75,2.19
E0_2014_2015_74,1.46
E0_2014_2015_70,1.41
E0_2014_2015_72,7.96
E0_2014_2015_71,2.75
E0_2014_2015_73,1.58
E0_2014_2015_77,5.98
E0_2014_2015_78,2.46
E0_2014_2015_79,4.83
E0_2014_2015_85,6.07
E0_2014_2015_84,1.88
E0_2014_2015_83,1.9
E0_2014_2015_81,1.6
E0_2014_2015_80,1.43
E0_2014_2015_82,5.05
E0_2014_2015_86,4.46
E0_2014_2015_87,2.84
E0_2014_2015_88,1.74
E0_2014_2015_89,2.33
E0_2014_2015_96,2.36
E0_2014_2015_94,2.27
E0_2014_2015_93,3.85
E0_2014_2015_95,3.72
E0_2014_2015_91,1.17
E0_2014_2015_90,1.27
E0_2014_2015_92,1.72
E0_2014_2015_97,3.72
E0_2014_2015_98,1.88
E0_2014_2015_99,2.07
E0_2014_2015_100,2.49
E0_2014_2015_101,3.27
E0_2014_2015_102,1.3
E0_2014_2015_103,6.74
E0_2014_2015_104,1.43
E0_2014_2015_105,1.72
E0_2014_2015_109,2.26
E0_2014_2015_108,1.67
E0_2014_2015_106,3.82
E0_2014_2015_107,3.5
E0_2014_2015_110,2.15
E0_2014_2015_111,1.23
E0_2014_2015_112,1.83
E0_2014_2015_113,2.1
E0_2014_2015_114,1.37
E0_2014_2015_115,1.82
E0_2014_2015_116,1.69
E0_2014_2015_118,3.48
E0_2014_2015_117,4.41
E0_2014_2015_119,5.02
E0_2014_2015_125,1.78
E0_2014_2015_124,8.91
E0_2014_2015_123,2.29
E0_2014_2015_127,2.12
E0_2014_2015_121,1.69
E0_2014_2015_120,2.14
E0_2014_2015_122,1.31
E0_2014_2015_126,4.46
E0_2014_2015_129,2.26
E0_2014_2015_128,3.1
E0_2014_2015_130,2.78
E0_2014_2015_131,2.06
E0_2014_2015_132,3.71
E0_2014_2015_133,1.44
E0_2014_2015_134,1.71
E0_2014_2015_135,2.46
E0_2014_2015_136,1.77
E0_2014_2015_137,1.41
E0_2014_2015_138,1.51
E0_2014_2015_139,6.8
E0_2014_2015_146,1.59
E0_2014_2015_145,3.97
E0_2014_2015_144,2.04
E0_2014_2015_141,1.49
E0_2014_2015_142,1.5
E0_2014_2015_140,2.39
E0_2014_2015_143,6.64
E0_2014_2015_147,2.34
E0_2014_2015_148,2.35
E0_2014_2015_149,2.73
E0_2014_2015_155,2.87
E0_2014_2015_156,2.11
E0_2014_2015_154,6.55
E0_2014_2015_152,1.17
E0_2014_2015_151,5.06
E0_2014_2015_150,1.43
E0_2014_2015_153,2.53
E0_2014_2015_157,1.81
E0_2014_2015_158,2.47
E0_2014_2015_159,1.45
E0_2014_2015_164,2.41
E0_2014_2015_166,1.7
E0_2014_2015_165,1.49
E0_2014_2015_162,1.29
E0_2014_2015_161,2.95
E0_2014_2015_160,6.11
E0_2014_2015_163,2.4
E0_2014_2015_167,2.77
E0_2014_2015_168,2.06
E0_2014_2015_169,5.93
E0_2014_2015_177,2.03
E0_2014_2015_176,1.38
E0_2014_2015_179,6.31
E0_2014_2015_178,1.73
E0_2014_2015_175,3.63
E0_2014_2015_174,1.8
E0_2014_2015_173,3.59
E0_2014_2015_172,1.33
E0_2014_2015_171,4.58
E0_2014_2015_170,1.26
E0_2014_2015_188,3.41
E0_2014_2015_187,3.18
E0_2014_2015_186,1.88
E0_2014_2015_185,4.62
E0_2014_2015_184,2.35
E0_2014_2015_183,2.84
E0_2014_2015_182,1.16
E0_2014_2015_181,2.23
E0_2014_2015_180,2.3
E0_2014_2015_189,1.67
E0_2014_2015_199,1.84
E0_2014_2015_198,4.71
E0_2014_2015_196,2.87
E0_2014_2015_195,2.93
E0_2014_2015_197,3.94
E0_2014_2015_193,1.23
E0_2014_2015_192,1.4
E0_2014_2015_191,3.28
E0_2014_2015_190,2.37
E0_2014_2015_194,1.78
E0_2014_2015_207,2.02
E0_2014_2015_205,4.21
E0_2014_2015_204,2.17
E0_2014_2015_206,2.22
E0_2014_2015_202,3.48
E0_2014_2015_201,1.19
E0_2014_2015_200,2.14
E0_2014_2015_203,4.22
E0_2014_2015_208,1.46
E0_2014_2015_209,1.81
E0_2014_2015_210,4.48
E0_2014_2015_211,2.48
E0_2014_2015_212,2.56
E0_2014_2015_213,3.17
E0_2014_2015_214,5.77
E0_2014_2015_215,6.64
E0_2014_2015_216,1.59
E0_2014_2015_217,1.79
E0_2014_2015_218,1.74
E0_2014_2015_219,1.83
E0_2014_2015_220,2.12
E0_2014_2015_221,2.73
E0_2014_2015_222,2.62
E0_2014_2015_223,1.65
E0_2014_2015_224,1.34
E0_2014_2015_225,1.64
E0_2014_2015_226,2.2
E0_2014_2015_227,2.84
E0_2014_2015_228,1.26
E0_2014_2015_229,1.59
E0_2014_2015_236,3.15
E0_2014_2015_235,1.88
E0_2014_2015_234,4.46
E0_2014_2015_230,9.83
E0_2014_2015_232,2.35
E0_2014_2015_231,3.26
E0_2014_2015_233,1.18
E0_2014_2015_237,2.53
E0_2014_2015_238,2.26
E0_2014_2015_239,3.94
E0_2014_2015_243,1.9
E0_2014_2015_242,1.88
E0_2014_2015_240,1.28
E0_2014_2015_241,2.3
E0_2014_2015_244,1.32
E0_2014_2015_245,2.33
E0_2014_2015_246,1.29
E0_2014_2015_247,1.7
E0_2014_2015_248,5.36
E0_2014_2015_249,2.46
E0_2014_2015_252,4.64
E0_2014_2015_256,3.93
E0_2014_2015_255,2.61
E0_2014_2015_254,1.28
E0_2014_2015_251,1.2
E0_2014_2015_250,2.61
E0_2014_2015_253,2.04
E0_2014_2015_258,2.49
E0_2014_2015_257,1.81
E0_2014_2015_259,1.78
E0_2014_2015_265,2.1
E0_2014_2015_263,1.95
E0_2014_2015_264,3.33
E0_2014_2015_261,1.36
E0_2014_2015_260,2.59
E0_2014_2015_262,1.94
E0_2014_2015_266,1.54
E0_2014_2015_267,3.02
E0_2014_2015_268,2.78
E0_2014_2015_269,2.15
E0_2014_2015_270,1.69
E0_2014_2015_277,5.8
E0_2014_2015_276,1.73
E0_2014_2015_275,2.46
E0_2014_2015_272,1.25
E0_2014_2015_271,1.36
E0_2014_2015_273,3.98
E0_2014_2015_274,6.37
E0_2014_2015_278,4.55
E0_2014_2015_284,2.33
E0_2014_2015_279,1.38
E0_2014_2015_280,7.31
E0_2014_2015_281,1.78
E0_2014_2015_282,2.17
E0_2014_2015_283,2.32
E0_2014_2015_287,1.89
E0_2014_2015_286,1.81
E0_2014_2015_285,1.59
E0_2014_2015_288,3.96
E0_2014_2015_289,2.45
E0_2014_2015_290,1.31
E0_2014_2015_291,5.71
E0_2014_2015_292,1.45
E0_2014_2015_293,2.13
E0_2014_2015_294,1.56
E0_2014_2015_295,1.81
E0_2014_2015_298,3.35
E0_2014_2015_297,2.11
E0_2014_2015_296,7.87
E0_2014_2015_299,1.83
E0_2014_2015_300,1.27
E0_2014_2015_301,2.64
E0_2014_2015_302,2.32
E0_2014_2015_303,1.3
E0_2014_2015_304,1.94
E0_2014_2015_305,1.75
E0_2014_2015_306,3.44
E0_2014_2015_307,2.51
E0_2014_2015_308,5.19
E0_2014_2015_309,2.1
E0_2014_2015_315,2.27
E0_2014_2015_316,2.26
E0_2014_2015_313,2.45
E0_2014_2015_314,1.6
E0_2014_2015_311,1.51
E0_2014_2015_310,6.21
E0_2014_2015_312,2.83
E0_2014_2015_317,2.61
E0_2014_2015_318,8.59
E0_2014_2015_319,1.4
E0_2014_2015_320,2.0
E0_2014_2015_321,1.92
E0_2014_2015_322,1.71
E0_2014_2015_323,2.11
E0_2014_2015_324,3.36
E0_2014_2015_325,1.25
E0_2014_2015_326,3.19
E0_2014_2015_333,1.9
E0_2014_2015_332,2.06
E0_2014_2015_331,2.33
E0_2014_2015_334,3.94
E0_2014_2015_329,1.26
E0_2014_2015_328,2.04
E0_2014_2015_327,2.49
E0_2014_2015_330,2.39
E0_2014_2015_335,2.36
E0_2014_2015_336,3.54
E0_2014_2015_337,4.08
E0_2014_2015_338,5.35
E0_2014_2015_339,2.69
E0_2014_2015_340,1.94
E0_2014_2015_341,1.37
E0_2014_2015_342,1.36
E0_2014_2015_343,3.92
E0_2014_2015_344,2.25
E0_2014_2015_345,2.22
E0_2014_2015_347,3.59
E0_2014_2015_346,1.34
E0_2014_2015_348,5.25
E0_2014_2015_349,1.9
E0_2014_2015_350,4.36
E0_2014_2015_351,1.77
E0_2014_2015_352,1.91
E0_2014_2015_353,2.55
E0_2014_2015_354,2.48
E0_2014_2015_355,2.84
E0_2014_2015_357,1.21
E0_2014_2015_356,2.07
E0_2014_2015_358,1.3
E0_2014_2015_364,1.77
E0_2014_2015_365,2.86
E0_2014_2015_363,2.71
E0_2014_2015_360,1.45
E0_2014_2015_361,2.93
E0_2014_2015_359,2.59
E0_2014_2015_362,1.75
E0_2014_2015_366,2.41
E0_2014_2015_367,4.79
E0_2014_2015_368,3.94
E0_2014_2015_369,1.29
E0_2014_2015_379,3.42
E0_2014_2015_378,1.77
E0_2014_2015_377,1.56
E0_2014_2015_376,1.56
E0_2014_2015_375,3.14
E0_2014_2015_374,2.32
E0_2014_2015_373,2.19
E0_2014_2015_371,2.07
E0_2014_2015_370,1.39
E0_2014_2015_372,1.34
E0_2015_2016_3,1.96
E0_2015_2016_4,1.63
E0_2015_2016_5,2.53
E0_2015_2016_2,1.69
E0_2015_2016_0,1.96
E0_2015_2016_1,1.37
E0_2015_2016_6,1.29
E0_2015_2016_7,2.79
E0_2015_2016_8,3.33
E0_2015_2016_9,5.46
E0_2015_2016_10,5.37
E0_2015_2016_16,2.25
E0_2015_2016_15,2.25
E0_2015_2016_14,1.77
E0_2015_2016_12,2.47
E0_2015_2016_11,1.95
E0_2015_2016_13,1.92
E0_2015_2016_17,5.0
E0_2015_2016_18,2.09
E0_2015_2016_19,1.44
E0_2015_2016_24,3.74
E0_2015_2016_22,1.36
E0_2015_2016_23,2.3
E0_2015_2016_20,1.83
E0_2015_2016_25,2.34
E0_2015_2016_21,2.63
E0_2015_2016_27,2.7
E0_2015_2016_28,5.93
E0_2015_2016_26,4.72
E0_2015_2016_29,1.72
E0_2015_2016_37,1.94
E0_2015_2016_30,1.89
E0_2015_2016_31,2.14
E0_2015_2016_32,1.35
E0_2015_2016_33,1.36
E0_2015_2016_34,1.19
E0_2015_2016_35,5.7
E0_2015_2016_36,1.93
E0_2015_2016_38,2.01
E0_2015_2016_39,3.42
E0_2015_2016_45,2.68
E0_2015_2016_44,2.33
E0_2015_2016_43,1.93
E0_2015_2016_40,1.27
E0_2015_2016_41,5.44
E0_2015_2016_46,3.09
E0_2015_2016_42,3.91
E0_2015_2016_48,4.14
E0_2015_2016_47,1.86
E0_2015_2016_49,2.19
E0_2015_2016_55,2.43
E0_2015_2016_56,2.26
E0_2015_2016_54,2.47
E0_2015_2016_50,2.28
E0_2015_2016_52,2.41
E0_2015_2016_51,1.7
E0_2015_2016_53,1.26
E0_2015_2016_57,1.64
E0_2015_2016_58,3.06
E0_2015_2016_59,1.97
E0_2015_2016_66,3.94
E0_2015_2016_60,4.26
E0_2015_2016_61,1.52
E0_2015_2016_62,1.21
E0_2015_2016_63,5.62
E0_2015_2016_64,2.03
E0_2015_2016_65,2.48
E0_2015_2016_67,2.22
E0_2015_2016_68,2.48
E0_2015_2016_69,2.98
E0_2015_2016_75,2.25
E0_2015_2016_76,3.05
E0_2015_2016_74,1.23
E0_2015_2016_70,2.47
E0_2015_2016_72,1.8
E0_2015_2016_71,2.1
E0_2015_2016_73,1.81
E0_2015_2016_77,2.01
E0_2015_2016_78,2.66
E0_2015_2016_79,2.66
E0_2015_2016_87,2.03
E0_2015_2016_86,5.76
E0_2015_2016_85,2.43
E0_2015_2016_84,1.75
E0_2015_2016_83,1.33
E0_2015_2016_81,1.98
E0_2015_2016_80,1.34
E0_2015_2016_82,3.15
E0_2015_2016_88,2.54
E0_2015_2016_89,2.03
E0_2015_2016_95,3.81
E0_2015_2016_94,2.09
E0_2015_2016_93,2.0
E0_2015_2016_91,2.94
E0_2015_2016_90,1.42
E0_2015_2016_92,2.21
E0_2015_2016_96,3.38
E0_2015_2016_97,2.05
E0_2015_2016_98,2.57
E0_2015_2016_99,2.53
E0_2015_2016_100,2.07
E0_2015_2016_101,3.77
E0_2015_2016_102,1.28
E0_2015_2016_103,2.35
E0_2015_2016_104,4.8
E0_2015_2016_105,2.52
E0_2015_2016_106,2.82
E0_2015_2016_108,1.54
E0_2015_2016_107,1.49
E0_2015_2016_109,1.42
E0_2015_2016_114,3.74
E0_2015_2016_115,4.63
E0_2015_2016_113,2.45
E0_2015_2016_116,2.53
E0_2015_2016_111,1.84
E0_2015_2016_110,2.2
E0_2015_2016_112,1.33
E0_2015_2016_117,1.69
E0_2015_2016_118,7.29
E0_2015_2016_119,1.66
E0_2015_2016_127,6.4
E0_2015_2016_125,1.89
E0_2015_2016_126,4.07
E0_2015_2016_124,1.59
E0_2015_2016_120,1.42
E0_2015_2016_122,1.66
E0_2015_2016_123,2.79
E0_2015_2016_121,1.57
E0_2015_2016_128,1.55
E0_2015_2016_129,1.55
E0_2015_2016_130,2.69
E0_2015_2016_131,2.87
E0_2015_2016_132,1.69
E0_2015_2016_133,3.13
E0_2015_2016_134,1.57
E0_2015_2016_135,3.1
E0_2015_2016_136,1.46
E0_2015_2016_137,5.51
E0_2015_2016_138,2.54
E0_2015_2016_139,2.05
E0_2015_2016_146,2.13
E0_2015_2016_145,2.66
E0_2015_2016_144,5.07
E0_2015_2016_147,4.45
E0_2015_2016_142,1.43
E0_2015_2016_141,1.37
E0_2015_2016_140,1.27
E0_2015_2016_143,1.49
E0_2015_2016_148,5.58
E0_2015_2016_149,2.03
E0_2015_2016_150,3.33
E0_2015_2016_151,2.52
E0_2015_2016_152,1.3
E0_2015_2016_153,2.85
E0_2015_2016_154,2.8
E0_2015_2016_155,2.55
E0_2015_2016_158,1.37
E0_2015_2016_156,6.1
E0_2015_2016_157,1.41
E0_2015_2016_159,3.07
E0_2015_2016_160,1.31
E0_2015_2016_161,2.05
E0_2015_2016_162,1.45
E0_2015_2016_163,2.0
E0_2015_2016_164,2.62
E0_2015_2016_165,2.44
E0_2015_2016_166,2.53
E0_2015_2016_167,2.07
E0_2015_2016_168,4.02
E0_2015_2016_169,2.37
E0_2015_2016_170,2.63
E0_2015_2016_171,2.42
E0_2015_2016_172,1.49
E0_2015_2016_173,1.93
E0_2015_2016_174,1.21
E0_2015_2016_175,3.24
E0_2015_2016_176,3.51
E0_2015_2016_177,3.21
E0_2015_2016_178,1.96
E0_2015_2016_179,1.43
E0_2015_2016_187,3.44
E0_2015_2016_186,2.16
E0_2015_2016_185,3.65
E0_2015_2016_184,2.04
E0_2015_2016_181,2.07
E0_2015_2016_182,1.93
E0_2015_2016_180,1.43
E0_2015_2016_183,2.55
E0_2015_2016_188,4.12
E0_2015_2016_189,5.22
E0_2015_2016_195,4.87
E0_2015_2016_197,3.86
E0_2015_2016_196,2.74
E0_2015_2016_194,2.45
E0_2015_2016_191,1.92
E0_2015_2016_192,1.53
E0_2015_2016_190,1.27
E0_2015_2016_193,3.07
E0_2015_2016_198,3.79
E0_2015_2016_199,2.71
E0_2015_2016_200,3.11
E0_2015_2016_201,1.98
E0_2015_2016_202,4.87
E0_2015_2016_209,1.75
E0_2015_2016_208,1.76
E0_2015_2016_207,2.0
E0_2015_2016_203,1.44
E0_2015_2016_205,1.5
E0_2015_2016_204,2.83
E0_2015_2016_206,1.98
E0_2015_2016_214,2.5
E0_2015_2016_215,1.71
E0_2015_2016_216,1.35
E0_2015_2016_212,1.79
E0_2015_2016_211,1.88
E0_2015_2016_210,3.52
E0_2015_2016_213,1.38
E0_2015_2016_217,2.29
E0_2015_2016_218,4.11
E0_2015_2016_219,2.39
E0_2015_2016_227,4.98
E0_2015_2016_226,2.13
E0_2015_2016_225,2.05
E0_2015_2016_224,2.94
E0_2015_2016_223,4.08
E0_2015_2016_222,1.88
E0_2015_2016_221,2.04
E0_2015_2016_220,3.48
E0_2015_2016_228,2.04
E0_2015_2016_229,1.68
E0_2015_2016_237,1.88
E0_2015_2016_236,2.61
E0_2015_2016_235,7.06
E0_2015_2016_234,4.37
E0_2015_2016_233,1.67
E0_2015_2016_232,2.58
E0_2015_2016_231,2.42
E0_2015_2016_230,1.76
E0_2015_2016_238,1.65
E0_2015_2016_239,4.1
E0_2015_2016_247,1.49
E0_2015_2016_246,2.23
E0_2015_2016_245,2.6
E0_2015_2016_244,1.73
E0_2015_2016_243,2.14
E0_2015_2016_242,1.6
E0_2015_2016_241,1.44
E0_2015_2016_240,2.38
E0_2015_2016_248,3.72
E0_2015_2016_249,2.09
E0_2015_2016_255,5.0
E0_2015_2016_254,2.41
E0_2015_2016_253,1.52
E0_2015_2016_256,3.11
E0_2015_2016_251,1.44
E0_2015_2016_250,2.05
E0_2015_2016_252,2.23
E0_2015_2016_257,1.72
E0_2015_2016_258,4.59
E0_2015_2016_259,2.06
E0_2015_2016_265,1.84
E0_2015_2016_263,2.37
E0_2015_2016_264,2.7
E0_2015_2016_261,2.83
E0_2015_2016_260,1.54
E0_2015_2016_262,1.67
E0_2015_2016_266,1.45
E0_2015_2016_267,3.17
E0_2015_2016_268,4.4
E0_2015_2016_269,2.87
E0_2015_2016_270,1.7
E0_2015_2016_271,5.26
E0_2015_2016_272,2.46
E0_2015_2016_277,3.89
E0_2015_2016_275,1.65
E0_2015_2016_276,1.97
E0_2015_2016_273,1.36
E0_2015_2016_274,2.57
E0_2015_2016_278,1.5
E0_2015_2016_279,1.7
E0_2015_2016_280,1.21
E0_2015_2016_281,2.63
E0_2015_2016_282,1.59
E0_2015_2016_283,2.0
E0_2015_2016_284,2.36
E0_2015_2016_285,2.94
E0_2015_2016_287,4.1
E0_2015_2016_286,3.63
E0_2015_2016_288,1.95
E0_2015_2016_289,5.86
E0_2015_2016_290,2.68
E0_2015_2016_291,6.97
E0_2015_2016_292,1.59
E0_2015_2016_298,2.23
E0_2015_2016_293,1.72
E0_2015_2016_294,2.93
E0_2015_2016_295,2.62
E0_2015_2016_296,1.66
E0_2015_2016_297,2.39
E0_2015_2016_301,2.61
E0_2015_2016_302,1.53
E0_2015_2016_299,1.83
E0_2015_2016_300,2.11
E0_2015_2016_310,1.95
E0_2015_2016_308,2.16
E0_2015_2016_309,2.08
E0_2015_2016_307,2.18
E0_2015_2016_303,1.35
E0_2015_2016_305,3.62
E0_2015_2016_304,6.14
E0_2015_2016_306,2.47
E0_2015_2016_311,2.21
E0_2015_2016_312,2.06
E0_2015_2016_319,3.72
E0_2015_2016_318,3.35
E0_2015_2016_317,3.77
E0_2015_2016_316,1.56
E0_2015_2016_315,1.33
E0_2015_2016_314,2.07
E0_2015_2016_313,3.47
E0_2015_2016_320,1.59
E0_2015_2016_321,3.41
E0_2015_2016_322,1.91
E0_2015_2016_323,2.85
E0_2015_2016_329,2.34
E0_2015_2016_328,2.34
E0_2015_2016_327,2.27
E0_2015_2016_325,2.59
E0_2015_2016_324,2.67
E0_2015_2016_326,1.23
E0_2015_2016_330,1.34
E0_2015_2016_331,3.46
E0_2015_2016_332,1.91
E0_2015_2016_333,4.46
E0_2015_2016_334,5.86
E0_2015_2016_337,1.54
E0_2015_2016_336,1.53
E0_2015_2016_335,1.69
E0_2015_2016_338,1.25
E0_2015_2016_339,6.65
E0_2015_2016_340,2.99
E0_2015_2016_341,1.55
E0_2015_2016_342,1.3
E0_2015_2016_343,1.73
E0_2015_2016_344,4.64
E0_2015_2016_345,1.22
E0_2015_2016_351,3.82
E0_2015_2016_349,2.68
E0_2015_2016_350,1.7
E0_2015_2016_347,1.98
E0_2015_2016_348,1.99
E0_2015_2016_346,1.26
E0_2015_2016_352,2.05
E0_2015_2016_353,2.68
E0_2015_2016_354,3.05
E0_2015_2016_355,2.68
E0_2015_2016_362,1.43
E0_2015_2016_360,4.39
E0_2015_2016_359,1.87
E0_2015_2016_361,2.89
E0_2015_2016_357,1.92
E0_2015_2016_356,5.45
E0_2015_2016_358,2.03
E0_2015_2016_363,1.49
E0_2015_2016_364,2.48
E0_2015_2016_365,1.98
E0_2015_2016_366,2.96
E0_2015_2016_367,1.97
E0_2015_2016_368,1.82
E0_2015_2016_369,1.73
E0_2015_2016_376,6.04
E0_2015_2016_377,2.02
E0_2015_2016_378,2.38
E0_2015_2016_375,3.37
E0_2015_2016_371,2.28
E0_2015_2016_373,4.38
E0_2015_2016_372,1.75
E0_2015_2016_370,1.15
E0_2015_2016_374,1.33
E0_2015_2016_379,1.66
E0_2016_2017_6,1.82
E0_2016_2017_5,2.31
E0_2016_2017_3,4.17
E0_2016_2017_4,1.25
E0_2016_2017_1,2.01
E0_2016_2017_0,2.43
E0_2016_2017_2,3.12
E0_2016_2017_7,2.36
E0_2016_2017_8,4.5
E0_2016_2017_9,1.64
E0_2016_2017_10,1.52
E0_2016_2017_15,1.46
E0_2016_2017_16,5.22
E0_2016_2017_14,1.79
E0_2016_2017_17,2.97
E0_2016_2017_12,2.87
E0_2016_2017_11,6.43
E0_2016_2017_13,5.11
E0_2016_2017_18,2.52
E0_2016_2017_19,1.94
E0_2016_2017_27,5.12
E0_2016_2017_26,2.37
E0_2016_2017_25,1.6
E0_2016_2017_24,1.72
E0_2016_2017_23,7.8
E0_2016_2017_22,1.72
E0_2016_2017_21,2.31
E0_2016_2017_20,1.25
E0_2016_2017_28,1.28
E0_2016_2017_29,2.56
E0_2016_2017_36,4.38
E0_2016_2017_35,2.27
E0_2016_2017_34,2.32
E0_2016_2017_37,1.88
E0_2016_2017_32,2.41
E0_2016_2017_31,2.02
E0_2016_2017_30,1.57
E0_2016_2017_33,1.66
E0_2016_2017_38,5.45
E0_2016_2017_39,3.59
E0_2016_2017_40,2.25
E0_2016_2017_41,1.65
E0_2016_2017_42,5.94
E0_2016_2017_43,1.48
E0_2016_2017_44,1.28
E0_2016_2017_45,2.73
E0_2016_2017_49,5.67
E0_2016_2017_48,1.33
E0_2016_2017_46,2.03
E0_2016_2017_47,1.68
E0_2016_2017_50,2.35
E0_2016_2017_51,3.55
E0_2016_2017_52,1.22
E0_2016_2017_53,1.71
E0_2016_2017_54,3.7
E0_2016_2017_55,2.33
E0_2016_2017_56,2.81
E0_2016_2017_57,8.38
E0_2016_2017_58,2.78
E0_2016_2017_59,2.9
E0_2016_2017_60,1.73
E0_2016_2017_61,6.93
E0_2016_2017_62,2.44
E0_2016_2017_63,7.38
E0_2016_2017_64,2.35
E0_2016_2017_65,2.21
E0_2016_2017_66,8.94
E0_2016_2017_67,2.21
E0_2016_2017_68,1.34
E0_2016_2017_69,2.96
E0_2016_2017_76,5.27
E0_2016_2017_75,1.99
E0_2016_2017_74,1.5
E0_2016_2017_72,1.58
E0_2016_2017_71,1.83
E0_2016_2017_70,1.28
E0_2016_2017_73,2.1
E0_2016_2017_77,2.25
E0_2016_2017_78,1.39
E0_2016_2017_79,2.16
E0_2016_2017_85,1.28
E0_2016_2017_87,1.68
E0_2016_2017_86,2.31
E0_2016_2017_84,2.04
E0_2016_2017_83,3.01
E0_2016_2017_82,5.84
E0_2016_2017_81,3.94
E0_2016_2017_80,1.26
E0_2016_2017_88,2.21
E0_2016_2017_89,1.49
E0_2016_2017_96,7.45
E0_2016_2017_94,1.63
E0_2016_2017_93,7.88
E0_2016_2017_95,1.75
E0_2016_2017_91,1.21
E0_2016_2017_90,4.82
E0_2016_2017_92,2.49
E0_2016_2017_97,1.79
E0_2016_2017_98,3.1
E0_2016_2017_99,2.04
E0_2016_2017_100,1.62
E0_2016_2017_101,3.32
E0_2016_2017_102,1.56
E0_2016_2017_103,1.22
E0_2016_2017_104,2.0
E0_2016_2017_108,1.28
E0_2016_2017_107,1.78
E0_2016_2017_109,4.82
E0_2016_2017_105,1.94
E0_2016_2017_106,5.46
E0_2016_2017_110,6.09
E0_2016_2017_111,1.58
E0_2016_2017_112,2.54
E0_2016_2017_113,3.33
E0_2016_2017_114,2.25
E0_2016_2017_115,2.11
E0_2016_2017_116,1.5
E0_2016_2017_117,2.8
E0_2016_2017_118,6.43
E0_2016_2017_119,1.92
E0_2016_2017_125,2.61
E0_2016_2017_124,1.17
E0_2016_2017_123,1.88
E0_2016_2017_120,9.52
E0_2016_2017_121,1.76
E0_2016_2017_122,3.1
E0_2016_2017_126,1.42
E0_2016_2017_127,1.48
E0_2016_2017_128,2.15
E0_2016_2017_129,2.38
E0_2016_2017_135,2.16
E0_2016_2017_136,4.79
E0_2016_2017_134,1.35
E0_2016_2017_131,2.12
E0_2016_2017_132,1.62
