id,BbAvH
E0_2011_2012_172,1.16
E0_2011_2012_173,1.91
E0_2011_2012_170,1.3
E0_2011_2012_169,2.49
E0_2011_2012_171,1.25
E0_2011_2012_176,1.22
E0_2011_2012_177,4.48
E0_2011_2012_178,2.04
E0_2011_2012_179,1.54
E0_2011_2012_184,2.55
E0_2011_2012_186,5.14
E0_2011_2012_183,1.13
E0_2011_2012_185,1.68
E0_2011_2012_181,2.2
E0_2011_2012_180,1.26
E0_2011_2012_182,1.27
E0_2011_2012_187,6.38
E0_2011_2012_188,2.58
E0_2011_2012_189,1.82
E0_2011_2012_190,2.49
E0_2011_2012_191,3.94
E0_2011_2012_192,2.1
E0_2011_2012_193,6.31
E0_2011_2012_196,2.63
E0_2011_2012_195,1.35
E0_2011_2012_194,1.89
E0_2011_2012_197,1.51
E0_2011_2012_198,5.05
E0_2011_2012_199,1.55
E0_2011_2012_205,1.27
E0_2011_2012_200,2.4
E0_2011_2012_201,2.87
E0_2011_2012_202,1.39
E0_2011_2012_203,1.42
E0_2011_2012_204,1.16
E0_2011_2012_206,2.07
E0_2011_2012_208,4.72
E0_2011_2012_207,1.75
E0_2011_2012_209,8.59
E0_2011_2012_217,2.51
E0_2011_2012_215,1.93
E0_2011_2012_214,2.04
E0_2011_2012_216,1.87
E0_2011_2012_212,2.0
E0_2011_2012_211,1.55
E0_2011_2012_210,5.87
E0_2011_2012_213,5.66
E0_2011_2012_218,2.81
E0_2011_2012_219,1.88
E0_2011_2012_223,1.22
E0_2011_2012_220,4.49
E0_2011_2012_221,1.31
E0_2011_2012_222,4.14
E0_2011_2012_224,5.16
E0_2011_2012_229,1.85
E0_2011_2012_227,5.13
E0_2011_2012_228,1.83
E0_2011_2012_225,1.79
E0_2011_2012_226,2.59
E0_2011_2012_230,1.28
E0_2011_2012_231,1.29
E0_2011_2012_232,2.02
E0_2011_2012_233,1.9
E0_2011_2012_234,2.19
E0_2011_2012_235,2.1
E0_2011_2012_236,3.45
E0_2011_2012_238,2.09
E0_2011_2012_237,2.51
E0_2011_2012_239,2.09
E0_2011_2012_240,2.34
E0_2011_2012_241,2.0
E0_2011_2012_242,3.26
E0_2011_2012_243,1.97
E0_2011_2012_244,1.85
E0_2011_2012_245,3.52
E0_2011_2012_246,1.85
E0_2011_2012_247,1.46
E0_2011_2012_248,5.27
E0_2011_2012_249,2.43
E0_2011_2012_255,2.74
E0_2011_2012_253,2.59
E0_2011_2012_254,2.4
E0_2011_2012_251,1.17
E0_2011_2012_250,1.28
E0_2011_2012_252,1.59
E0_2011_2012_256,2.46
E0_2011_2012_257,6.14
E0_2011_2012_258,2.11
E0_2011_2012_265,2.44
E0_2011_2012_263,1.86
E0_2011_2012_262,3.05
E0_2011_2012_264,4.02
E0_2011_2012_260,2.0
E0_2011_2012_259,2.37
E0_2011_2012_261,1.13
E0_2011_2012_266,1.58
E0_2011_2012_267,2.09
E0_2011_2012_268,2.86
E0_2011_2012_274,2.32
E0_2011_2012_269,2.46
E0_2011_2012_270,2.41
E0_2011_2012_271,1.39
E0_2011_2012_272,2.84
E0_2011_2012_273,3.87
E0_2011_2012_277,6.28
E0_2011_2012_275,1.28
E0_2011_2012_276,1.84
E0_2011_2012_278,1.47
E0_2011_2012_279,1.74
E0_2011_2012_280,1.84
E0_2011_2012_281,2.75
E0_2011_2012_282,1.78
E0_2011_2012_283,8.83
E0_2011_2012_284,2.36
E0_2011_2012_287,4.59
E0_2011_2012_285,3.03
E0_2011_2012_286,1.89
E0_2011_2012_288,1.41
E0_2011_2012_295,2.01
E0_2011_2012_294,5.91
E0_2011_2012_293,1.75
E0_2011_2012_296,2.18
E0_2011_2012_291,1.88
E0_2011_2012_290,2.4
E0_2011_2012_289,1.35
E0_2011_2012_292,1.29
E0_2011_2012_297,2.29
E0_2011_2012_298,1.24
E0_2011_2012_299,4.49
E0_2011_2012_300,1.82
E0_2011_2012_301,1.7
E0_2011_2012_302,1.22
E0_2011_2012_303,5.62
E0_2011_2012_304,2.6
E0_2011_2012_305,2.31
E0_2011_2012_306,2.95
E0_2011_2012_307,1.4
E0_2011_2012_308,8.56
E0_2011_2012_309,2.37
E0_2011_2012_310,2.57
E0_2011_2012_311,1.27
E0_2011_2012_312,1.44
E0_2011_2012_313,2.9
E0_2011_2012_314,1.61
E0_2011_2012_315,3.26
E0_2011_2012_316,1.95
E0_2011_2012_317,2.47
E0_2011_2012_318,1.17
E0_2011_2012_323,1.31
E0_2011_2012_322,1.57
E0_2011_2012_321,3.46
E0_2011_2012_320,1.94
E0_2011_2012_319,2.21
E0_2011_2012_324,3.49
E0_2011_2012_325,1.24
E0_2011_2012_326,2.13
E0_2011_2012_327,8.85
E0_2011_2012_328,6.73
E0_2011_2012_329,6.18
E0_2011_2012_330,1.5
E0_2011_2012_331,1.99
E0_2011_2012_332,2.12
E0_2011_2012_333,1.22
E0_2011_2012_334,1.26
E0_2011_2012_335,1.99
E0_2011_2012_336,2.32
E0_2011_2012_337,2.07
E0_2011_2012_338,2.18
E0_2011_2012_339,1.87
E0_2011_2012_340,1.68
E0_2011_2012_341,3.97
E0_2011_2012_342,1.43
E0_2011_2012_343,1.31
E0_2011_2012_344,11.78
E0_2011_2012_345,1.95
E0_2011_2012_351,2.11
E0_2011_2012_352,2.78
E0_2011_2012_350,1.54
E0_2011_2012_346,1.83
E0_2011_2012_348,4.23
E0_2011_2012_349,1.95
E0_2011_2012_347,3.7
E0_2011_2012_353,1.39
E0_2011_2012_354,1.38
E0_2011_2012_355,2.14
E0_2011_2012_356,1.6
E0_2011_2012_357,2.95
E0_2011_2012_358,3.92
E0_2011_2012_359,1.5
E0_2011_2012_360,1.21
E0_2011_2012_367,4.8
E0_2011_2012_366,1.85
E0_2011_2012_365,4.82
E0_2011_2012_363,1.86
E0_2011_2012_362,2.0
E0_2011_2012_361,4.08
E0_2011_2012_364,1.17
E0_2011_2012_368,2.44
E0_2011_2012_369,2.15
E0_2011_2012_376,3.38
E0_2011_2012_379,1.57
E0_2011_2012_378,5.02
E0_2011_2012_377,1.4
E0_2011_2012_375,7.23
E0_2011_2012_372,1.13
E0_2011_2012_373,2.18
E0_2011_2012_371,2.19
E0_2011_2012_370,1.3
E0_2011_2012_374,2.41
E0_2012_2013_6,2.23
E0_2012_2013_5,4.01
E0_2012_2013_3,2.01
E0_2012_2013_4,2.36
E0_2012_2013_1,1.8
E0_2012_2013_0,1.4
E0_2012_2013_2,2.55
E0_2012_2013_7,1.18
E0_2012_2013_8,6.09
E0_2012_2013_9,4.18
E0_2012_2013_10,1.25
E0_2012_2013_15,2.12
E0_2012_2013_17,1.5
E0_2012_2013_14,2.29
E0_2012_2013_16,2.09
E0_2012_2013_12,1.5
E0_2012_2013_13,1.3
E0_2012_2013_11,2.93
E0_2012_2013_18,2.98
E0_2012_2013_19,3.44
E0_2012_2013_20,1.2
E0_2012_2013_21,2.17
E0_2012_2013_22,1.37
E0_2012_2013_23,2.89
E0_2012_2013_24,2.49
E0_2012_2013_25,2.24
E0_2012_2013_28,6.07
E0_2012_2013_26,2.06
E0_2012_2013_27,1.62
E0_2012_2013_36,3.3
E0_2012_2013_29,1.35
E0_2012_2013_30,2.34
E0_2012_2013_31,2.05
E0_2012_2013_32,1.25
E0_2012_2013_33,2.36
E0_2012_2013_34,4.48
E0_2012_2013_35,5.11
E0_2012_2013_37,3.68
E0_2012_2013_38,1.78
E0_2012_2013_39,1.36
E0_2012_2013_40,2.42
E0_2012_2013_41,2.98
E0_2012_2013_42,1.8
E0_2012_2013_43,2.17
E0_2012_2013_44,2.39
E0_2012_2013_45,2.69
E0_2012_2013_46,1.75
E0_2012_2013_47,1.76
E0_2012_2013_48,1.48
E0_2012_2013_56,2.0
E0_2012_2013_55,1.9
E0_2012_2013_54,2.89
E0_2012_2013_53,4.61
E0_2012_2013_50,1.41
E0_2012_2013_51,4.34
E0_2012_2013_49,2.17
E0_2012_2013_52,1.57
E0_2012_2013_57,2.42
E0_2012_2013_58,2.08
E0_2012_2013_63,3.77
E0_2012_2013_64,3.91
E0_2012_2013_61,1.95
E0_2012_2013_60,1.27
E0_2012_2013_62,1.85
E0_2012_2013_59,1.22
E0_2012_2013_65,1.48
E0_2012_2013_66,3.97
E0_2012_2013_67,2.66
E0_2012_2013_68,1.45
E0_2012_2013_76,1.85
E0_2012_2013_75,4.99
E0_2012_2013_74,2.54
E0_2012_2013_73,2.05
E0_2012_2013_71,1.29
E0_2012_2013_70,1.35
E0_2012_2013_69,1.81
E0_2012_2013_72,5.96
E0_2012_2013_77,3.27
E0_2012_2013_78,2.5
E0_2012_2013_83,1.96
E0_2012_2013_82,2.79
E0_2012_2013_84,2.25
E0_2012_2013_80,1.96
E0_2012_2013_79,1.37
E0_2012_2013_81,1.23
E0_2012_2013_85,2.4
E0_2012_2013_86,2.61
E0_2012_2013_87,1.98
E0_2012_2013_88,4.23
E0_2012_2013_95,4.98
E0_2012_2013_93,4.45
E0_2012_2013_92,2.08
E0_2012_2013_94,1.47
E0_2012_2013_90,1.69
E0_2012_2013_89,2.68
E0_2012_2013_91,2.61
E0_2012_2013_96,1.55
E0_2012_2013_97,1.82
E0_2012_2013_98,1.72
E0_2012_2013_99,1.53
E0_2012_2013_100,6.54
E0_2012_2013_101,1.46
E0_2012_2013_102,2.23
E0_2012_2013_103,2.39
E0_2012_2013_104,1.9
E0_2012_2013_105,2.31
E0_2012_2013_108,1.99
E0_2012_2013_107,1.58
E0_2012_2013_106,1.94
E0_2012_2013_115,4.27
E0_2012_2013_114,1.93
E0_2012_2013_113,6.96
E0_2012_2013_116,3.78
E0_2012_2013_111,1.21
E0_2012_2013_110,1.46
E0_2012_2013_109,1.94
E0_2012_2013_112,1.93
E0_2012_2013_117,1.71
E0_2012_2013_118,2.03
E0_2012_2013_124,1.89
E0_2012_2013_119,4.86
E0_2012_2013_120,1.48
E0_2012_2013_121,1.18
E0_2012_2013_122,2.14
E0_2012_2013_123,2.43
E0_2012_2013_128,1.65
E0_2012_2013_127,3.43
E0_2012_2013_125,2.54
E0_2012_2013_126,2.3
E0_2012_2013_129,1.96
E0_2012_2013_130,2.22
E0_2012_2013_136,2.31
E0_2012_2013_131,1.45
E0_2012_2013_132,2.45
E0_2012_2013_133,1.24
E0_2012_2013_134,2.07
E0_2012_2013_135,1.96
E0_2012_2013_137,2.38
E0_2012_2013_138,6.12
E0_2012_2013_144,7.46
E0_2012_2013_143,1.98
E0_2012_2013_142,1.53
E0_2012_2013_145,2.06
E0_2012_2013_140,2.88
E0_2012_2013_139,1.46
E0_2012_2013_141,1.4
E0_2012_2013_146,3.92
E0_2012_2013_147,2.09
E0_2012_2013_148,1.99
E0_2012_2013_152,4.59
E0_2012_2013_153,1.82
E0_2012_2013_154,2.35
E0_2012_2013_151,1.91
E0_2012_2013_149,1.51
E0_2012_2013_150,2.45
E0_2012_2013_155,1.99
E0_2012_2013_156,2.22
E0_2012_2013_157,2.96
E0_2012_2013_158,1.92
E0_2012_2013_159,1.99
E0_2012_2013_160,1.37
E0_2012_2013_161,1.2
E0_2012_2013_162,5.18
E0_2012_2013_163,2.18
E0_2012_2013_164,2.38
E0_2012_2013_165,3.0
E0_2012_2013_167,2.0
E0_2012_2013_166,1.62
E0_2012_2013_168,5.07
E0_2012_2013_169,1.53
E0_2012_2013_170,1.14
E0_2012_2013_171,2.07
E0_2012_2013_172,2.04
E0_2012_2013_173,1.61
E0_2012_2013_174,1.95
E0_2012_2013_175,2.89
E0_2012_2013_176,4.63
E0_2012_2013_178,5.2
E0_2012_2013_177,1.33
E0_2012_2013_179,3.72
E0_2012_2013_180,1.47
E0_2012_2013_181,1.9
E0_2012_2013_182,1.24
E0_2012_2013_183,5.73
E0_2012_2013_184,2.25
E0_2012_2013_185,2.88
E0_2012_2013_186,3.34
E0_2012_2013_187,6.64
E0_2012_2013_195,3.62
E0_2012_2013_194,1.83
E0_2012_2013_193,2.77
E0_2012_2013_192,6.09
E0_2012_2013_189,2.37
E0_2012_2013_190,2.09
E0_2012_2013_188,1.42
E0_2012_2013_191,1.29
E0_2012_2013_196,2.86
E0_2012_2013_197,4.0
E0_2012_2013_203,2.09
E0_2012_2013_204,5.96
E0_2012_2013_202,2.0
E0_2012_2013_199,4.85
E0_2012_2013_200,1.59
E0_2012_2013_201,1.34
E0_2012_2013_198,1.29
E0_2012_2013_205,1.21
E0_2012_2013_206,1.38
E0_2012_2013_207,3.01
E0_2012_2013_208,2.45
E0_2012_2013_209,1.56
E0_2012_2013_210,1.97
E0_2012_2013_211,2.18
E0_2012_2013_212,4.27
E0_2012_2013_213,2.86
E0_2012_2013_214,4.04
E0_2012_2013_215,2.31
E0_2012_2013_216,2.59
E0_2012_2013_217,1.87
E0_2012_2013_218,1.23
E0_2012_2013_225,2.11
E0_2012_2013_223,1.73
E0_2012_2013_224,2.05
E0_2012_2013_222,2.17
E0_2012_2013_220,1.24
E0_2012_2013_219,1.31
E0_2012_2013_221,1.74
E0_2012_2013_226,1.9
E0_2012_2013_227,2.86
E0_2012_2013_228,3.7
E0_2012_2013_229,1.44
E0_2012_2013_233,2.45
E0_2012_2013_232,2.12
E0_2012_2013_230,2.75
E0_2012_2013_231,7.3
E0_2012_2013_234,2.33
E0_2012_2013_235,1.58
E0_2012_2013_236,2.16
E0_2012_2013_237,1.22
E0_2012_2013_238,4.38
E0_2012_2013_239,6.73
E0_2012_2013_244,1.97
E0_2012_2013_246,2.34
E0_2012_2013_245,2.42
E0_2012_2013_247,2.16
E0_2012_2013_243,3.79
E0_2012_2013_241,1.38
E0_2012_2013_242,5.52
E0_2012_2013_240,1.4
E0_2012_2013_248,1.82
E0_2012_2013_249,3.47
E0_2012_2013_250,1.32
E0_2012_2013_251,2.26
E0_2012_2013_252,5.43
E0_2012_2013_253,1.88
E0_2012_2013_254,4.22
E0_2012_2013_255,1.82
E0_2012_2013_256,1.65
E0_2012_2013_258,1.72
E0_2012_2013_257,2.56
E0_2012_2013_259,1.37
E0_2012_2013_260,1.55
E0_2012_2013_261,1.31
E0_2012_2013_262,2.13
E0_2012_2013_263,3.62
E0_2012_2013_264,6.47
E0_2012_2013_265,2.52
E0_2012_2013_266,2.0
E0_2012_2013_268,2.11
E0_2012_2013_267,1.92
E0_2012_2013_269,3.39
E0_2012_2013_270,1.41
E0_2012_2013_271,1.38
E0_2012_2013_272,1.33
E0_2012_2013_273,1.84
E0_2012_2013_274,2.09
E0_2012_2013_275,2.31
E0_2012_2013_276,2.08
E0_2012_2013_277,4.3
E0_2012_2013_278,2.29
E0_2012_2013_279,6.96
E0_2012_2013_280,2.4
E0_2012_2013_281,2.22
E0_2012_2013_282,2.37
E0_2012_2013_283,2.35
E0_2012_2013_284,1.88
E0_2012_2013_285,1.82
E0_2012_2013_290,2.42
E0_2012_2013_291,3.24
E0_2012_2013_289,3.94
E0_2012_2013_287,3.66
E0_2012_2013_288,1.15
E0_2012_2013_286,2.23
E0_2012_2013_292,1.37
E0_2012_2013_293,2.04
E0_2012_2013_294,1.48
E0_2012_2013_295,2.24
E0_2012_2013_301,3.19
E0_2012_2013_303,1.91
E0_2012_2013_302,2.23
E0_2012_2013_300,5.76
E0_2012_2013_298,1.29
E0_2012_2013_297,1.54
E0_2012_2013_296,1.23
E0_2012_2013_299,3.41
E0_2012_2013_304,4.72
E0_2012_2013_305,1.98
E0_2012_2013_306,2.56
E0_2012_2013_307,3.19
E0_2012_2013_308,2.06
E0_2012_2013_309,3.93
E0_2012_2013_313,2.34
E0_2012_2013_314,2.18
E0_2012_2013_311,1.34
E0_2012_2013_310,1.33
E0_2012_2013_312,2.01
E0_2012_2013_315,2.2
E0_2012_2013_316,1.24
E0_2012_2013_317,2.25
E0_2012_2013_318,1.43
E0_2012_2013_319,7.01
E0_2012_2013_320,1.87
E0_2012_2013_321,1.91
E0_2012_2013_322,6.35
E0_2012_2013_323,1.72
E0_2012_2013_324,4.49
E0_2012_2013_325,1.25
E0_2012_2013_326,5.38
E0_2012_2013_327,4.74
E0_2012_2013_328,1.72
E0_2012_2013_329,2.21
E0_2012_2013_330,3.3
E0_2012_2013_331,2.32
E0_2012_2013_332,2.22
E0_2012_2013_333,2.24
E0_2012_2013_334,2.11
E0_2012_2013_335,3.14
E0_2012_2013_336,1.25
E0_2012_2013_337,1.48
E0_2012_2013_338,1.26
E0_2012_2013_339,2.93
E0_2012_2013_340,1.85
E0_2012_2013_341,2.19
E0_2012_2013_342,3.63
E0_2012_2013_344,1.34
E0_2012_2013_345,2.52
E0_2012_2013_343,2.18
E0_2012_2013_346,2.23
E0_2012_2013_352,2.37
E0_2012_2013_347,1.7
E0_2012_2013_348,2.47
E0_2012_2013_349,7.77
E0_2012_2013_350,4.94
E0_2012_2013_351,1.45
E0_2012_2013_353,2.32
E0_2012_2013_355,2.16
E0_2012_2013_354,1.92
E0_2012_2013_356,2.06
E0_2012_2013_357,1.37
E0_2012_2013_358,1.79
E0_2012_2013_359,1.94
E0_2012_2013_360,4.33
E0_2012_2013_364,2.13
E0_2012_2013_361,1.48
E0_2012_2013_362,3.73
E0_2012_2013_363,1.28
E0_2012_2013_365,3.16
E0_2012_2013_366,4.22
E0_2012_2013_367,2.68
E0_2012_2013_368,1.36
E0_2012_2013_369,5.78
E0_2012_2013_377,4.29
E0_2012_2013_376,1.27
E0_2012_2013_378,1.64
E0_2012_2013_375,1.77
E0_2012_2013_379,2.08
E0_2012_2013_373,5.9
E0_2012_2013_370,1.66
E0_2012_2013_374,1.76
E0_2012_2013_372,1.3
E0_2012_2013_371,1.23
E0_2013_2014_5,2.31
E0_2013_2014_4,3.84
E0_2013_2014_3,2.22
E0_2013_2014_6,1.94
E0_2013_2014_1,1.38
E0_2013_2014_0,1.4
E0_2013_2014_2,3.12
E0_2013_2014_7,1.19
E0_2013_2014_8,4.66
E0_2013_2014_9,1.3
E0_2013_2014_10,1.29
E0_2013_2014_17,1.83
E0_2013_2014_11,3.93
E0_2013_2014_12,1.55
E0_2013_2014_13,3.51
E0_2013_2014_14,2.39
E0_2013_2014_15,2.22
E0_2013_2014_16,1.69
E0_2013_2014_19,1.6
E0_2013_2014_18,7.32
E0_2013_2014_20,2.38
E0_2013_2014_21,3.13
E0_2013_2014_22,2.49
E0_2013_2014_23,1.16
E0_2013_2014_24,2.11
E0_2013_2014_25,2.84
E0_2013_2014_26,1.98
E0_2013_2014_27,2.08
E0_2013_2014_28,2.52
E0_2013_2014_29,2.55
E0_2013_2014_37,1.44
E0_2013_2014_36,5.43
E0_2013_2014_35,5.69
E0_2013_2014_34,1.21
E0_2013_2014_30,2.11
E0_2013_2014_32,2.11
E0_2013_2014_31,3.22
E0_2013_2014_33,2.38
E0_2013_2014_38,1.82
E0_2013_2014_39,3.37
E0_2013_2014_44,2.03
E0_2013_2014_43,2.37
E0_2013_2014_45,3.12
E0_2013_2014_41,1.58
E0_2013_2014_42,1.8
E0_2013_2014_40,1.29
E0_2013_2014_46,1.35
E0_2013_2014_47,4.32
E0_2013_2014_48,3.2
E0_2013_2014_49,2.16
E0_2013_2014_53,1.29
E0_2013_2014_50,6.6
E0_2013_2014_51,2.07
E0_2013_2014_52,2.34
E0_2013_2014_54,1.45
E0_2013_2014_55,3.11
E0_2013_2014_56,2.61
E0_2013_2014_57,1.96
E0_2013_2014_58,5.3
E0_2013_2014_59,1.61
E0_2013_2014_65,5.58
E0_2013_2014_63,1.21
E0_2013_2014_64,1.64
E0_2013_2014_61,2.36
E0_2013_2014_60,2.36
E0_2013_2014_62,2.36
E0_2013_2014_66,6.02
E0_2013_2014_67,2.04
E0_2013_2014_68,1.42
E0_2013_2014_69,4.54
E0_2013_2014_77,5.32
E0_2013_2014_76,1.57
E0_2013_2014_75,2.26
E0_2013_2014_74,4.31
E0_2013_2014_72,1.44
E0_2013_2014_71,1.24
E0_2013_2014_70,1.29
E0_2013_2014_73,1.55
E0_2013_2014_78,3.86
E0_2013_2014_79,2.65
E0_2013_2014_85,1.59
E0_2013_2014_80,3.3
E0_2013_2014_81,8.85
E0_2013_2014_82,1.41
E0_2013_2014_83,1.32
E0_2013_2014_84,2.16
E0_2013_2014_89,1.41
E0_2013_2014_88,1.71
E0_2013_2014_86,2.36
E0_2013_2014_87,2.78
E0_2013_2014_90,2.26
E0_2013_2014_91,6.03
E0_2013_2014_92,2.12
E0_2013_2014_93,1.19
E0_2013_2014_94,5.62
E0_2013_2014_95,3.11
E0_2013_2014_96,1.54
E0_2013_2014_97,2.16
E0_2013_2014_98,3.24
E0_2013_2014_99,2.44
E0_2013_2014_105,1.56
E0_2013_2014_104,2.51
E0_2013_2014_103,1.24
E0_2013_2014_100,1.98
E0_2013_2014_101,1.29
E0_2013_2014_102,5.97
E0_2013_2014_106,2.26
E0_2013_2014_107,8.0
E0_2013_2014_108,1.94
E0_2013_2014_109,1.53
E0_2013_2014_116,5.79
E0_2013_2014_115,2.08
E0_2013_2014_114,1.77
E0_2013_2014_111,2.85
E0_2013_2014_112,3.2
E0_2013_2014_110,1.6
E0_2013_2014_113,1.83
E0_2013_2014_117,5.54
E0_2013_2014_118,1.67
E0_2013_2014_119,2.08
E0_2013_2014_125,1.88
E0_2013_2014_123,2.02
E0_2013_2014_124,1.93
E0_2013_2014_121,5.67
E0_2013_2014_120,1.97
E0_2013_2014_122,1.59
E0_2013_2014_126,1.54
E0_2013_2014_127,6.06
E0_2013_2014_128,1.28
E0_2013_2014_129,2.7
E0_2013_2014_130,3.07
E0_2013_2014_136,2.06
E0_2013_2014_138,2.13
E0_2013_2014_137,6.24
E0_2013_2014_135,1.67
E0_2013_2014_139,5.61
E0_2013_2014_133,1.26
E0_2013_2014_132,5.53
E0_2013_2014_131,1.2
E0_2013_2014_134,1.71
E0_2013_2014_145,4.24
E0_2013_2014_144,6.12
E0_2013_2014_143,4.92
E0_2013_2014_146,1.79
E0_2013_2014_141,1.29
E0_2013_2014_140,2.69
E0_2013_2014_142,1.51
E0_2013_2014_147,1.69
E0_2013_2014_148,2.66
E0_2013_2014_149,1.74
E0_2013_2014_156,1.97
E0_2013_2014_150,2.55
E0_2013_2014_151,1.18
E0_2013_2014_152,1.37
E0_2013_2014_153,2.27
E0_2013_2014_154,1.79
E0_2013_2014_155,2.36
E0_2013_2014_158,2.76
E0_2013_2014_159,2.45
E0_2013_2014_157,5.01
E0_2013_2014_160,3.13
E0_2013_2014_161,8.44
E0_2013_2014_162,1.2
E0_2013_2014_163,1.36
E0_2013_2014_164,2.24
E0_2013_2014_165,2.04
E0_2013_2014_166,1.9
E0_2013_2014_167,2.51
E0_2013_2014_168,2.97
E0_2013_2014_169,2.33
E0_2013_2014_177,2.04
E0_2013_2014_176,1.75
E0_2013_2014_175,1.75
E0_2013_2014_174,6.31
E0_2013_2014_170,1.89
E0_2013_2014_172,1.33
E0_2013_2014_171,3.19
E0_2013_2014_178,1.52
E0_2013_2014_173,1.36
E0_2013_2014_179,5.79
E0_2013_2014_184,6.12
E0_2013_2014_185,2.35
E0_2013_2014_183,1.12
E0_2013_2014_181,2.27
E0_2013_2014_180,2.8
E0_2013_2014_182,2.04
E0_2013_2014_186,2.14
E0_2013_2014_187,1.81
E0_2013_2014_188,3.89
E0_2013_2014_189,1.46
E0_2013_2014_193,1.28
E0_2013_2014_190,1.26
E0_2013_2014_191,2.35
E0_2013_2014_192,2.39
E0_2013_2014_194,1.78
E0_2013_2014_195,3.8
E0_2013_2014_196,3.82
E0_2013_2014_197,2.12
E0_2013_2014_198,5.36
E0_2013_2014_199,2.48
E0_2013_2014_205,1.81
E0_2013_2014_206,1.37
E0_2013_2014_204,1.54
E0_2013_2014_202,2.16
E0_2013_2014_201,1.38
E0_2013_2014_200,1.96
E0_2013_2014_203,6.15
E0_2013_2014_207,5.18
E0_2013_2014_208,5.66
E0_2013_2014_209,5.96
E0_2013_2014_212,1.21
E0_2013_2014_210,1.22
E0_2013_2014_211,2.26
E0_2013_2014_213,1.12
E0_2013_2014_214,2.36
E0_2013_2014_215,3.01
E0_2013_2014_216,2.94
E0_2013_2014_217,1.74
E0_2013_2014_218,3.06
E0_2013_2014_219,3.24
E0_2013_2014_224,4.16
E0_2013_2014_223,2.63
E0_2013_2014_225,1.73
E0_2013_2014_221,1.81
E0_2013_2014_220,2.47
E0_2013_2014_222,1.24
E0_2013_2014_228,2.1
E0_2013_2014_229,3.65
E0_2013_2014_226,2.53
E0_2013_2014_227,1.19
E0_2013_2014_230,2.24
E0_2013_2014_231,1.48
E0_2013_2014_232,3.35
E0_2013_2014_233,3.8
E0_2013_2014_234,1.91
E0_2013_2014_235,6.49
E0_2013_2014_236,2.86
E0_2013_2014_237,1.21
E0_2013_2014_238,5.49
E0_2013_2014_239,1.84
E0_2013_2014_240,2.08
E0_2013_2014_241,1.24
E0_2013_2014_242,2.54
E0_2013_2014_243,2.15
E0_2013_2014_244,8.85
E0_2013_2014_245,1.52
E0_2013_2014_246,2.1
E0_2013_2014_247,1.84
E0_2013_2014_248,1.19
E0_2013_2014_249,2.11
E0_2013_2014_253,2.01
E0_2013_2014_252,7.17
E0_2013_2014_250,2.46
E0_2013_2014_251,2.91
E0_2013_2014_254,2.11
E0_2013_2014_255,7.5
E0_2013_2014_256,3.11
E0_2013_2014_257,2.61
E0_2013_2014_263,1.77
E0_2013_2014_264,3.02
E0_2013_2014_262,1.17
E0_2013_2014_261,6.18
E0_2013_2014_260,1.57
E0_2013_2014_259,2.64
E0_2013_2014_258,1.31
E0_2013_2014_265,1.29
E0_2013_2014_266,2.07
E0_2013_2014_267,3.72
E0_2013_2014_271,3.55
E0_2013_2014_270,2.37
E0_2013_2014_272,5.48
E0_2013_2014_268,1.51
E0_2013_2014_269,7.43
E0_2013_2014_274,1.82
E0_2013_2014_275,1.33
E0_2013_2014_273,2.08
E0_2013_2014_276,2.3
E0_2013_2014_277,1.57
E0_2013_2014_278,3.58
E0_2013_2014_279,2.22
E0_2013_2014_280,4.59
E0_2013_2014_284,6.14
E0_2013_2014_281,6.83
E0_2013_2014_282,1.34
E0_2013_2014_283,2.86
E0_2013_2014_285,1.58
E0_2013_2014_286,2.23
E0_2013_2014_287,2.09
E0_2013_2014_288,1.92
E0_2013_2014_289,2.46
E0_2013_2014_290,2.97
E0_2013_2014_298,4.33
E0_2013_2014_297,2.16
E0_2013_2014_295,1.15
E0_2013_2014_296,1.85
E0_2013_2014_293,1.64
E0_2013_2014_292,1.87
E0_2013_2014_291,8.5
E0_2013_2014_294,2.2
E0_2013_2014_299,2.14
E0_2013_2014_300,2.17
E0_2013_2014_301,1.56
E0_2013_2014_302,3.43
E0_2013_2014_303,3.36
E0_2013_2014_304,1.16
E0_2013_2014_305,2.33
E0_2013_2014_312,1.8
E0_2013_2014_311,1.72
E0_2013_2014_310,2.14
E0_2013_2014_306,3.49
E0_2013_2014_308,1.44
E0_2013_2014_307,8.8
E0_2013_2014_309,1.71
E0_2013_2014_313,4.76
E0_2013_2014_314,1.45
E0_2013_2014_315,2.24
E0_2013_2014_320,1.33
E0_2013_2014_319,2.65
E0_2013_2014_321,3.98
E0_2013_2014_317,2.37
E0_2013_2014_316,1.99
E0_2013_2014_318,1.26
E0_2013_2014_322,2.39
E0_2013_2014_324,8.27
E0_2013_2014_323,2.45
E0_2013_2014_325,1.56
E0_2013_2014_326,2.1
E0_2013_2014_327,2.12
E0_2013_2014_328,1.47
E0_2013_2014_329,2.11
E0_2013_2014_330,4.73
E0_2013_2014_331,3.07
E0_2013_2014_332,2.39
E0_2013_2014_333,4.82
E0_2013_2014_334,1.41
E0_2013_2014_335,1.4
E0_2013_2014_336,1.15
E0_2013_2014_337,3.37
E0_2013_2014_338,2.43
E0_2013_2014_339,1.19
E0_2013_2014_340,2.65
E0_2013_2014_341,1.51
E0_2013_2014_342,2.19
